T, time, status
2.555,15.783,-2
2.592,1.364,1
2.782,7.242,-2
2.170,4.420,1
2.845,1.255,0
2.576,3.779,-2
1.882,1.052,0
2.743,5.509,-2
2.522,1.225,1
2.406,1.201,1
1.717,1.083,0
2.424,1.731,1
2.531,1.360,1
2.513,2.547,0
2.275,2.143,1
2.256,2.120,1
1.551,2.539,1
2.271,1.847,1
2.636,1.821,1
3.148,2.320,1
2.760,1.342,1
2.838,1.363,0
2.673,1.161,1
2.538,2.221,0
2.406,7.244,-4
2.577,1.438,1
2.801,1.798,0
2.201,1.195,1
2.468,1.591,1
2.664,4.830,-2
2.889,22.962,-3
2.361,2.101,1
2.999,6.375,-2
2.429,1.313,0
2.691,0.976,1
2.611,23.595,-3
1.779,1.840,1
2.688,3.139,1
2.123,1.077,1
2.846,1.492,1
2.183,4.228,1
1.894,2.675,0
2.345,1.944,1
2.191,1.668,1
2.916,1.941,0
2.699,11.592,-2
2.887,1.423,1
2.514,1.510,1
1.688,2.164,1
2.494,2.367,0
2.576,8.046,-4
2.144,1.659,0
0.821,1.119,1
2.870,3.717,1
2.522,1.864,0
2.780,6.001,-2
2.084,0.996,1
2.188,2.274,1
2.127,1.670,1
2.630,8.477,-2
2.464,1.592,1
2.754,4.901,-2
2.627,1.306,0
2.118,1.320,1
2.739,4.952,1
2.558,1.349,1
1.910,1.068,0
2.308,3.849,1
2.594,0.973,1
2.257,1.692,1
2.241,2.164,1
2.533,4.078,1
2.739,3.407,0
2.761,1.460,1
2.672,4.351,-2
1.954,3.025,1
2.795,7.761,-2
2.246,1.172,0
2.628,10.228,-2
2.480,5.360,-2
1.752,1.237,0
1.993,2.346,1
2.935,7.186,-2
1.945,1.532,1
2.935,19.444,-4
2.821,5.187,-2
2.888,1.055,0
2.183,1.350,1
2.436,2.476,-2
2.731,12.942,-2
2.814,5.798,-2
2.240,10.013,-2
1.846,2.609,1
1.787,1.047,1
2.103,1.875,1
2.691,20.982,-4
1.888,1.529,1
2.959,5.067,-2
2.186,3.647,-2
2.381,1.048,0
2.102,2.104,1
2.709,1.527,0
2.108,1.807,1
2.378,2.580,0
2.698,1.311,1
2.594,4.271,-2
2.810,4.649,-2
2.553,1.890,1
2.947,16.341,-2
2.054,1.928,1
2.405,1.706,0
2.370,1.703,0
2.371,1.287,1
2.819,2.015,1
2.723,1.537,1
2.908,11.382,-2
2.296,1.391,1
2.230,1.715,0
2.869,1.349,1
2.434,1.672,1
2.546,1.552,1
2.642,24.179,-3
2.148,1.708,0
2.975,2.958,1
2.123,1.280,1
2.932,17.438,-3
2.073,3.396,-2
2.718,1.644,0
2.647,18.039,-4
2.222,1.226,1
2.599,19.123,-3
2.677,4.689,-2
1.754,2.169,1
2.682,4.867,-2
2.651,2.016,0
2.422,6.532,-2
1.928,4.414,-2
2.508,2.334,1
1.750,2.202,0
2.801,1.218,1
2.214,4.385,-2
2.734,4.098,-2
1.396,1.708,1
2.796,1.833,0
2.744,1.655,1
2.598,1.717,0
2.239,0.855,0
1.683,2.434,1
2.277,8.792,-2
2.739,2.778,1
2.308,3.876,1
2.737,6.218,-2
2.063,1.457,0
2.303,1.245,0
1.868,1.359,0
2.214,2.185,1
2.450,0.886,0
2.800,7.133,-2
2.551,1.154,0
2.914,2.757,1
2.499,0.950,0
2.327,1.706,1
1.947,1.375,0
2.563,6.368,-2
2.495,1.281,1
1.712,2.517,1
2.697,6.366,-2
1.603,10.825,-2
2.710,7.636,-2
2.419,3.971,1
2.561,1.731,1
2.237,1.080,0
2.338,1.184,0
2.868,2.494,0
2.460,6.972,-2
2.191,1.290,1
2.659,1.274,1
2.503,1.258,1
1.848,1.504,1
2.238,5.538,-2
2.699,8.240,-2
2.954,4.131,-2
2.381,2.025,1
2.448,0.942,0
2.814,9.266,-2
2.499,1.150,0
2.104,7.631,1
2.394,1.174,1
2.521,1.359,1
2.826,1.688,1
2.560,1.571,1
2.532,1.047,0
1.899,26.121,-3
2.791,15.650,-2
2.904,27.496,-3
2.782,1.365,1
2.674,6.218,-2
2.623,16.627,-2
2.740,1.135,0
2.706,1.343,1
1.688,0.945,0
2.498,1.837,1
2.621,1.913,1
2.240,1.558,1
1.868,2.227,1
2.571,8.011,-2
2.781,1.466,1
2.719,1.120,1
2.833,1.927,1
2.631,1.355,1
2.739,2.373,0
2.940,10.850,-2
2.418,1.297,1
2.187,1.592,1
2.704,6.854,-4
2.737,9.282,-2
2.076,1.353,1
2.506,2.061,1
2.555,1.782,1
2.334,5.768,-2
2.559,1.394,0
2.922,1.628,1
2.745,1.313,0
2.973,8.001,-2
1.803,1.737,1
2.680,5.715,1
2.887,1.196,0
2.325,8.086,-2
2.919,1.686,1
2.075,2.273,1
2.959,2.512,1
2.890,1.547,1
2.369,1.766,1
2.059,5.868,-2
2.687,1.156,1
2.526,1.353,0
0.880,1.962,1
2.989,23.762,-3
1.917,1.352,1
2.752,1.251,1
2.723,11.088,-2
2.222,0.979,1
1.982,1.511,1
2.189,0.937,0
2.710,1.709,1
2.442,1.679,1
2.219,1.230,1
2.925,1.786,1
2.857,20.986,-2
2.773,1.637,0
2.571,8.173,-2
2.673,1.292,0
2.464,1.063,1
2.349,1.291,1
2.441,3.246,0
2.361,1.011,0
2.813,22.980,-3
2.655,1.928,1
1.808,1.867,1
2.431,1.222,0
2.724,1.129,1
2.252,1.151,0
1.468,2.602,1
3.117,8.693,-2
2.099,1.002,0
2.620,8.278,-2
2.420,1.499,1
2.314,1.787,1
2.885,9.688,-2
2.715,20.793,-3
2.533,4.358,-2
2.887,1.417,1
2.781,1.013,1
2.241,4.480,-4
1.843,0.925,1
2.194,1.365,1
2.447,2.857,1
1.951,1.642,1
2.312,1.258,1
2.210,1.142,0
1.816,6.250,-2
2.853,5.086,-2
1.397,1.193,1
2.684,1.489,1
2.244,1.082,0
2.970,7.765,-2
2.989,1.220,1
2.238,1.622,1
2.365,1.250,0
2.310,1.559,1
2.818,3.448,0
2.413,0.957,0
2.900,1.135,0
2.656,4.493,-2
2.776,1.161,1
2.568,1.553,1
2.616,1.358,1
2.538,1.534,1
3.021,7.627,-2
2.252,2.375,1
2.137,1.048,1
2.603,1.382,1
2.736,5.584,-4
2.762,6.752,-2
2.984,19.717,-3
2.312,7.429,-4
2.862,5.848,-2
2.039,1.944,1
2.209,2.434,-4
1.621,2.978,-4
2.716,1.299,1
2.820,1.247,1
2.591,1.342,1
2.829,23.703,-3
2.124,2.531,1
2.682,10.407,-2
2.832,12.383,-2
2.385,6.557,1
1.870,1.673,1
2.280,8.073,-2
2.286,2.242,0
2.264,1.402,1
2.641,1.441,0
2.691,1.301,0
3.094,9.219,-2
2.271,1.238,1
2.741,1.297,1
2.477,1.101,0
2.263,0.910,0
2.232,1.116,0
2.447,1.797,1
2.884,8.337,-2
1.816,8.669,-2
1.987,5.720,-2
2.460,1.338,0
2.265,1.148,1
3.037,3.587,-2
2.803,1.867,0
2.617,1.441,1
2.653,1.579,1
2.607,1.154,1
2.851,9.450,-2
2.313,1.786,1
2.423,5.581,-2
2.392,1.943,0
2.748,1.017,1
2.498,3.060,0
2.782,0.907,0
2.712,6.250,-2
2.582,1.682,1
2.471,6.013,-2
2.901,9.102,-2
2.248,1.473,1
2.748,7.366,-4
2.321,1.507,0
2.189,1.415,1
2.222,2.063,1
2.345,1.372,1
2.981,2.167,1
2.886,6.915,-4
2.800,6.705,-2
2.711,5.407,-2
1.856,7.723,-2
2.883,1.439,1
2.700,1.316,1
2.423,1.495,1
3.061,1.757,0
2.333,1.664,1
2.342,1.619,1
2.218,0.956,0
2.482,8.520,-2
2.676,8.311,-2
1.995,1.536,0
2.716,1.234,1
2.606,1.329,1
2.325,1.082,1
2.240,1.384,1
2.528,1.168,1
1.846,1.493,1
2.876,1.385,0
2.338,12.043,-4
2.391,1.526,1
2.937,3.143,1
2.872,8.226,-2
2.752,7.798,-2
2.836,4.231,-2
2.885,1.489,1
2.393,5.932,-2
2.586,1.294,0
2.453,3.936,1
2.482,5.021,-2
2.184,2.082,1
2.622,1.396,1
2.107,12.252,-2
2.037,1.327,1
2.529,1.398,1
2.830,4.910,-2
2.740,1.127,1
2.950,7.153,-4
2.378,0.852,0
1.788,1.726,1
2.800,6.410,-2
2.317,1.025,0
2.925,6.613,-2
2.499,7.822,-2
2.249,1.431,1
2.010,1.030,0
2.461,5.008,-2
2.462,1.669,1
2.366,1.310,1
1.840,4.449,-2
2.475,1.433,1
2.870,7.493,-2
2.020,1.630,0
2.492,1.958,0
2.339,1.414,0
2.638,0.975,0
2.372,1.184,0
2.703,13.366,-4
1.990,4.202,1
1.952,1.838,1
2.888,1.044,0
2.533,1.067,0
2.687,1.430,1
2.011,2.487,-4
2.204,1.205,1
2.581,4.467,-2
2.121,3.133,1
2.241,1.895,1
2.266,0.974,1
2.271,0.964,0
2.252,1.423,1
2.712,1.125,1
2.862,0.953,1
2.943,12.124,-2
2.003,6.273,-2
2.330,1.760,0
2.195,5.104,-2
2.711,2.431,0
2.382,1.388,0
2.736,1.363,1
2.677,2.878,1
2.084,1.294,1
2.385,4.190,-2
2.206,2.226,0
2.471,1.001,1
2.362,1.148,1
2.993,1.115,1
2.049,1.217,1
0.994,1.565,1
2.009,1.201,1
2.847,1.715,1
2.374,1.296,1
2.320,1.467,1
2.814,1.493,0
2.643,1.132,1
2.837,1.599,0
2.656,2.296,-2
2.492,1.497,1
2.321,4.267,-2
2.783,8.028,-2
2.739,1.480,1
2.345,3.710,-4
2.527,7.838,-2
2.733,1.414,1
2.695,4.499,-2
2.134,1.291,1
1.741,1.805,1
2.621,3.326,1
2.605,5.835,-2
2.654,1.724,1
2.330,1.034,1
2.724,10.149,-2
2.535,1.210,1
2.670,6.805,-2
2.648,1.517,0
2.288,1.704,1
2.948,1.374,1
2.191,1.557,1
2.864,2.792,0
2.787,4.732,-2
2.925,8.953,-2
2.433,1.037,0
2.615,1.599,1
2.778,1.840,1
2.359,3.525,1
2.304,1.130,1
2.405,1.012,1
2.416,1.257,1
2.559,1.452,0
2.617,9.407,-2
