avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status,n_runs
0.477,0.078,0.399,101,101
0.152,0.083,0.069,83,1000
0.139,0.063,0.075,94,1000
0.151,0.077,0.074,91,1000
0.281,0.078,0.203,101,219
0.502,0.086,0.416,101,103
0.132,0.048,0.083,101,901
0.164,0.094,0.070,71,1000
0.119,0.048,0.071,83,1000
0.486,0.061,0.425,101,102
0.490,0.072,0.418,101,103
0.438,0.100,0.338,101,126
0.121,0.055,0.066,81,1000
0.166,0.093,0.073,80,1000
0.134,0.068,0.066,82,1000
0.547,0.107,0.440,101,102
0.139,0.072,0.068,90,1000
0.153,0.086,0.067,73,1000
0.165,0.057,0.108,101,624
0.164,0.085,0.079,91,1000
0.474,0.079,0.394,101,101
0.498,0.107,0.391,101,101
0.158,0.080,0.078,101,1000
0.552,0.090,0.461,101,101
0.130,0.062,0.068,75,1000
0.435,0.103,0.332,101,132
0.161,0.077,0.084,101,837
0.448,0.054,0.393,101,102
0.189,0.094,0.095,101,767
0.279,0.056,0.223,101,223
0.116,0.048,0.068,76,1000
0.145,0.076,0.069,77,1000
0.253,0.078,0.175,101,275
0.129,0.063,0.065,80,1000
0.549,0.097,0.453,101,101
0.310,0.048,0.262,101,186
0.154,0.079,0.075,101,835
0.487,0.075,0.412,101,101
0.301,0.101,0.200,101,217
0.322,0.070,0.252,101,194
0.134,0.063,0.071,81,1000
0.514,0.102,0.412,101,101
0.517,0.068,0.449,101,101
0.400,0.047,0.353,101,112
0.467,0.054,0.412,101,107
0.334,0.048,0.286,101,168
0.511,0.110,0.401,101,103
0.526,0.095,0.430,101,104
0.167,0.098,0.069,78,1000
0.145,0.077,0.068,78,1000
