avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status,n_runs
0.213,0.073,0.140,237,1000
0.519,0.041,0.478,999,1000
0.125,0.047,0.077,77,1000
0.115,0.037,0.078,85,1000
0.151,0.073,0.078,89,1000
0.139,0.051,0.088,97,1000
0.518,0.035,0.482,999,1000
0.333,0.063,0.270,582,1000
0.479,0.059,0.421,999,1000
0.260,0.054,0.206,416,1000
0.096,0.023,0.073,77,1000
0.113,0.043,0.070,86,1000
0.376,0.036,0.340,845,1000
0.128,0.055,0.073,77,1000
0.131,0.059,0.072,74,1000
0.122,0.046,0.076,72,1000
0.100,0.029,0.071,78,1000
0.087,0.016,0.071,89,1000
0.129,0.059,0.070,82,1000
0.201,0.039,0.162,101,343
0.345,0.072,0.273,101,164
0.409,0.086,0.323,101,134
0.259,0.030,0.229,101,237
0.205,0.023,0.181,101,272
0.395,0.038,0.357,101,103
0.372,0.048,0.324,101,138
0.163,0.080,0.083,86,1000
0.468,0.028,0.440,101,101
0.213,0.042,0.171,101,466
0.478,0.067,0.410,101,101
0.163,0.071,0.092,84,1000
0.095,0.017,0.078,81,1000
0.195,0.031,0.163,101,512
0.177,0.061,0.116,101,742
0.529,0.038,0.491,101,110
0.284,0.051,0.234,101,226
0.647,0.069,0.578,101,101
0.342,0.032,0.310,101,186
0.305,0.079,0.226,101,237
0.184,0.087,0.097,82,1000
0.610,0.038,0.572,101,101
0.501,0.024,0.478,101,110
0.162,0.079,0.083,85,1000
0.290,0.029,0.262,101,254
0.148,0.073,0.076,73,1000
0.120,0.043,0.077,76,1000
0.146,0.065,0.081,74,1000
0.572,0.068,0.504,101,103
0.300,0.074,0.226,101,264
0.120,0.040,0.080,80,1000
