avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status,n_runs
0.195,0.140,0.055,1,1000
0.150,0.091,0.059,1,1000
0.203,0.146,0.057,0,945
0.214,0.122,0.092,2,845
0.321,0.235,0.086,0,1
0.203,0.121,0.082,3,958
0.271,0.218,0.053,0,1
0.237,0.172,0.065,0,430
0.344,0.214,0.130,0,1
0.204,0.144,0.060,1,932
0.185,0.117,0.069,3,1000
0.219,0.141,0.079,4,759
0.263,0.213,0.050,0,1
0.207,0.144,0.063,0,883
0.328,0.243,0.085,0,1
0.166,0.095,0.071,0,1000
0.181,0.120,0.061,0,1000
0.230,0.163,0.067,1,550
0.162,0.116,0.046,0,1000
0.140,0.091,0.049,0,1000
0.258,0.213,0.045,0,1
0.233,0.162,0.071,3,535
0.187,0.115,0.072,3,1000
0.208,0.139,0.070,0,879
0.213,0.139,0.075,0,820
0.160,0.090,0.070,1,1000
0.180,0.113,0.067,1,1000
0.213,0.140,0.073,0,824
0.168,0.116,0.053,3,1000
0.144,0.090,0.054,1,1000
0.159,0.115,0.045,0,1000
0.217,0.164,0.053,1,677
0.276,0.219,0.057,0,1
0.185,0.122,0.063,1,1000
0.181,0.096,0.085,1,1000
0.169,0.094,0.075,3,1000
0.205,0.144,0.061,0,920
0.191,0.121,0.071,2,1000
0.205,0.120,0.084,2,946
0.215,0.146,0.069,0,787
0.264,0.213,0.051,0,1
0.209,0.142,0.067,2,872
0.175,0.118,0.057,1,1000
0.185,0.117,0.067,2,1000
0.247,0.210,0.037,0,1
0.218,0.166,0.052,0,648
0.174,0.118,0.056,1,1000
0.145,0.091,0.054,1,1000
0.153,0.090,0.062,1,1000
0.196,0.141,0.055,1,1000
