T, time, time_on_pso, time_on_solver, status
2.510,0.101,0.075,0.026,0
2.681,0.108,0.076,0.032,0
2.018,0.118,0.075,0.043,0
2.916,0.137,0.075,0.062,-5
2.584,0.236,0.075,0.161,-5
2.625,0.190,0.075,0.115,-5
2.556,0.101,0.075,0.026,0
2.455,0.103,0.075,0.028,0
2.331,0.102,0.074,0.028,0
2.637,0.112,0.075,0.037,0
2.300,0.099,0.074,0.025,0
2.959,0.568,0.075,0.493,-5
2.430,0.102,0.075,0.027,0
2.662,0.093,0.075,0.018,0
2.767,0.128,0.075,0.053,0
2.030,0.097,0.074,0.023,0
2.390,0.092,0.075,0.017,0
2.926,0.155,0.075,0.080,-5
2.802,0.107,0.076,0.031,0
2.497,0.096,0.075,0.021,0
2.694,0.106,0.075,0.031,0
2.112,0.107,0.075,0.032,0
2.724,0.095,0.074,0.021,0
2.410,0.138,0.075,0.063,-5
2.583,0.103,0.075,0.028,0
2.741,0.108,0.075,0.033,0
2.808,0.245,0.075,0.170,-5
2.250,0.101,0.074,0.027,0
2.291,0.101,0.075,0.026,0
2.044,0.102,0.075,0.027,0
2.271,0.100,0.075,0.025,0
2.554,0.101,0.074,0.027,0
2.087,0.187,0.075,0.112,-5
2.601,0.105,0.074,0.031,0
2.770,0.103,0.075,0.028,0
2.788,0.191,0.075,0.116,-5
2.417,0.099,0.075,0.024,0
2.865,0.107,0.075,0.032,0
2.485,0.275,0.075,0.200,-5
2.651,0.105,0.074,0.031,0
2.642,0.125,0.075,0.050,-5
2.097,0.098,0.075,0.023,0
2.464,0.097,0.075,0.022,0
1.570,0.102,0.076,0.026,0
3.091,0.107,0.074,0.033,0
2.286,0.092,0.075,0.017,0
2.829,0.108,0.075,0.033,0
2.874,0.553,0.075,0.478,-5
2.207,0.109,0.074,0.035,0
2.719,0.196,0.075,0.121,-5
2.520,0.102,0.075,0.027,0
2.598,0.105,0.075,0.030,0
2.837,0.164,0.075,0.089,-5
2.451,0.097,0.075,0.022,0
2.038,0.100,0.075,0.025,0
2.081,0.106,0.074,0.032,0
2.560,0.214,0.095,0.119,-5
2.102,0.205,0.076,0.129,-5
2.913,0.104,0.075,0.029,0
2.801,0.103,0.075,0.028,0
1.714,0.106,0.075,0.031,0
1.816,0.132,0.110,0.022,0
2.228,0.102,0.076,0.026,0
2.683,0.103,0.081,0.022,0
2.946,0.667,0.076,0.591,-5
2.679,0.100,0.075,0.025,0
2.484,0.102,0.075,0.027,0
2.861,0.270,0.075,0.195,-5
2.024,0.103,0.075,0.028,0
2.254,0.096,0.075,0.021,0
2.567,0.104,0.075,0.029,0
2.789,0.101,0.075,0.026,0
2.432,0.105,0.075,0.030,0
1.716,0.099,0.075,0.024,0
2.908,0.107,0.075,0.032,0
2.641,0.119,0.075,0.044,0
1.825,0.101,0.075,0.026,0
2.406,0.127,0.075,0.052,0
2.400,0.092,0.075,0.017,0
2.045,0.096,0.075,0.021,0
2.917,0.689,0.075,0.614,-5
2.297,0.099,0.074,0.025,0
2.547,0.104,0.076,0.028,0
2.797,0.102,0.076,0.026,0
2.428,0.096,0.075,0.021,0
2.838,0.107,0.075,0.032,0
2.553,0.096,0.075,0.021,0
2.182,0.176,0.075,0.101,0
2.250,0.105,0.075,0.030,0
2.899,0.113,0.075,0.038,0
2.971,0.110,0.075,0.035,0
2.852,0.206,0.075,0.131,-5
2.753,0.103,0.075,0.028,0
2.925,0.107,0.075,0.032,0
2.279,0.105,0.075,0.030,0
2.307,0.194,0.074,0.120,-5
2.686,0.099,0.075,0.024,0
2.664,0.098,0.075,0.023,0
2.662,0.101,0.074,0.027,0
2.499,0.103,0.075,0.028,0
