T, time, status
1.897,3.363,1
2.713,0.986,1
2.246,0.972,1
2.891,10.350,-2
2.206,1.577,1
2.441,3.924,-2
2.794,1.484,1
2.142,4.721,-2
2.570,5.457,-2
2.751,1.519,1
2.370,0.968,1
2.384,1.134,1
2.176,1.296,1
2.220,1.710,1
2.839,1.271,1
2.942,7.938,-4
2.716,4.465,-2
2.727,1.499,0
2.218,1.620,1
1.838,3.504,-4
2.857,6.627,-2
2.084,2.326,1
2.884,9.144,-2
2.779,1.275,1
2.477,1.540,1
2.410,1.346,1
2.328,1.260,1
3.071,1.957,1
2.355,1.546,1
2.217,1.347,1
2.680,1.872,1
2.338,1.371,1
2.809,4.615,0
2.744,1.427,1
2.757,7.985,-2
2.742,1.260,1
2.709,2.088,0
2.493,5.886,-4
2.492,3.946,-2
2.345,5.924,-4
2.377,1.476,0
2.412,1.293,1
2.291,1.095,1
2.277,1.210,0
2.952,4.785,-2
2.517,1.423,1
2.469,2.234,1
2.606,6.718,-2
2.378,2.705,1
2.178,1.847,1
2.566,1.258,0
2.316,3.786,-2
2.651,7.688,-4
2.260,1.209,0
2.725,1.067,1
2.274,1.659,1
2.605,3.420,1
2.798,1.042,0
2.726,1.348,1
2.198,6.755,-2
2.203,1.267,0
1.489,1.285,1
2.689,1.706,0
2.422,1.166,1
1.571,0.944,1
2.784,8.763,-2
2.749,1.022,1
2.283,6.380,-4
2.873,7.047,-2
2.161,2.833,0
2.215,1.396,1
2.807,1.100,1
2.703,2.160,1
1.963,1.971,0
2.751,1.094,0
2.739,1.288,1
2.563,1.839,1
2.659,8.990,-2
2.702,9.201,-2
2.628,1.302,1
3.035,1.365,1
2.821,3.032,-2
1.810,2.650,1
2.587,1.286,1
2.848,10.696,-4
2.114,1.990,1
2.232,4.175,-2
2.622,4.691,-4
2.414,4.614,1
2.634,3.560,-2
2.059,1.114,1
2.978,1.528,1
2.601,4.505,-4
2.414,1.295,1
2.799,2.366,1
2.899,1.017,1
1.478,1.238,0
2.310,1.351,1
2.246,2.128,1
2.273,1.228,0
2.103,1.230,1
2.809,4.502,0
2.421,2.050,1
2.784,6.054,-2
3.035,1.049,1
2.831,2.153,1
2.837,5.637,1
2.345,1.036,1
2.163,1.486,1
2.047,1.158,1
2.890,2.060,1
2.434,1.494,1
2.648,5.428,-2
2.837,10.006,-2
1.981,1.335,1
2.269,5.338,-2
2.745,9.199,-4
2.630,1.241,1
2.486,0.914,1
2.677,7.158,-2
2.387,1.042,1
1.490,1.332,1
2.670,1.339,0
1.860,2.060,1
2.521,1.205,1
2.887,11.025,-4
2.931,18.463,-2
2.821,16.284,-2
2.561,1.507,1
2.725,1.711,1
2.249,1.624,1
1.980,1.690,1
2.249,1.058,0
2.703,1.513,1
2.947,6.638,0
2.787,1.151,0
2.660,4.077,-2
2.749,9.853,-4
2.253,1.369,1
2.862,1.365,0
2.800,8.199,-2
2.682,1.372,1
2.213,1.354,1
2.444,0.880,0
2.513,0.874,0
2.818,1.293,1
2.195,1.765,1
2.590,1.017,1
2.279,3.256,-4
2.195,3.980,-2
2.218,1.523,0
2.962,1.320,1
2.412,0.729,0
2.545,1.234,0
2.853,5.256,-2
2.928,6.997,0
2.832,3.209,0
2.574,7.166,-2
1.851,3.240,1
2.199,1.545,1
2.144,1.842,1
2.688,1.530,0
2.917,3.134,-2
2.469,2.317,0
2.919,4.330,-2
2.112,6.604,-4
2.700,16.905,-4
2.479,1.060,1
2.185,1.542,0
2.081,3.779,-4
2.912,9.029,-2
2.636,1.170,0
2.290,1.567,1
2.801,1.095,1
2.398,1.235,1
2.139,1.047,0
2.663,5.426,-2
2.040,7.685,-2
2.507,4.940,-2
2.867,1.291,1
2.085,1.563,0
2.691,2.972,-2
1.920,1.433,0
2.326,0.917,0
1.771,1.119,1
2.323,0.972,0
2.057,2.742,-4
2.822,1.100,0
2.883,1.795,1
2.307,8.390,0
2.765,3.241,1
2.863,8.454,-2
2.712,0.949,0
2.280,0.998,0
2.326,4.799,-2
2.065,1.462,1
2.659,1.745,1
2.343,1.072,1
2.796,9.104,-2
2.571,1.948,1
2.833,1.183,1
2.890,1.930,1
2.948,6.241,-2
2.794,1.568,1
2.872,8.953,-2
2.089,0.866,1
2.207,1.248,1
2.256,1.046,1
2.608,14.888,-2
2.413,0.854,0
2.224,1.104,0
1.959,1.342,1
2.257,3.548,1
2.579,7.707,-2
2.784,1.612,0
2.536,1.065,1
1.998,1.313,1
2.942,1.454,0
2.909,1.168,0
2.723,1.046,0
2.699,1.197,1
2.717,1.966,1
2.147,1.044,0
2.184,1.913,0
2.128,1.325,0
2.688,4.869,-4
2.484,0.928,1
2.105,1.726,1
2.534,1.724,1
2.673,1.493,1
2.241,1.607,1
2.297,1.620,1
2.793,1.213,1
2.988,3.935,-2
2.209,1.073,0
1.840,1.542,1
2.635,1.786,1
2.816,5.292,-2
2.163,2.391,1
1.489,1.130,0
2.665,1.342,1
1.938,4.227,-4
1.764,2.064,1
2.238,0.843,1
2.544,2.858,-4
2.998,1.569,1
2.492,1.570,1
2.640,1.022,0
2.710,1.348,1
1.950,3.146,1
2.983,1.218,1
1.904,1.909,1
