T, time, time_on_pso, time_on_solver, status
2.631,0.105,0.085,0.020,0
2.769,0.423,0.086,0.337,-5
2.914,0.125,0.091,0.034,0
2.919,0.119,0.085,0.034,0
2.849,0.117,0.083,0.034,0
2.222,0.126,0.084,0.042,0
2.855,0.127,0.086,0.041,0
2.103,0.351,0.089,0.262,0
2.539,0.177,0.091,0.086,-5
1.423,0.110,0.087,0.023,0
2.475,0.236,0.086,0.150,-5
2.952,0.470,0.092,0.378,-5
2.514,0.125,0.085,0.040,0
2.344,0.113,0.082,0.031,0
2.076,0.288,0.087,0.201,-5
2.719,0.109,0.082,0.027,0
1.916,0.099,0.079,0.020,0
2.318,0.137,0.079,0.058,-5
2.134,0.118,0.083,0.035,0
2.971,0.110,0.081,0.029,0
2.186,0.102,0.082,0.020,0
2.265,0.110,0.081,0.029,0
2.685,0.159,0.079,0.080,-5
2.130,0.118,0.085,0.033,0
2.839,0.112,0.085,0.027,0
2.242,0.113,0.083,0.030,0
2.484,0.115,0.082,0.033,0
2.978,0.134,0.083,0.051,0
2.473,0.107,0.085,0.022,0
2.524,0.120,0.082,0.038,0
2.104,0.124,0.084,0.040,0
2.592,0.113,0.085,0.028,0
2.512,0.106,0.082,0.024,0
2.755,0.130,0.092,0.038,0
1.565,0.112,0.085,0.027,0
2.671,0.122,0.087,0.035,0
2.696,0.213,0.086,0.127,-5
2.849,0.140,0.088,0.052,0
1.841,0.231,0.091,0.140,0
1.920,0.142,0.088,0.054,0
2.687,0.130,0.089,0.041,0
2.201,0.118,0.091,0.027,0
2.686,0.161,0.088,0.073,-5
2.321,0.109,0.085,0.024,0
1.968,0.117,0.085,0.032,0
2.392,0.110,0.085,0.025,0
2.356,0.131,0.084,0.047,0
2.461,0.107,0.085,0.022,0
2.484,0.108,0.086,0.022,0
1.864,0.127,0.084,0.043,0
2.506,0.142,0.089,0.053,0
1.543,0.127,0.088,0.039,0
2.805,0.148,0.087,0.061,-5
2.249,0.104,0.086,0.018,0
2.543,0.141,0.083,0.058,-5
2.809,0.131,0.084,0.047,0
1.917,0.127,0.084,0.043,0
2.854,0.111,0.086,0.025,0
2.297,0.113,0.085,0.028,0
1.924,0.108,0.083,0.025,0
2.547,0.126,0.083,0.043,0
2.311,0.139,0.085,0.054,-5
2.505,0.114,0.085,0.029,0
2.864,0.123,0.090,0.033,0
2.230,0.112,0.084,0.028,0
2.780,0.120,0.084,0.036,0
2.566,0.122,0.086,0.036,0
2.404,0.108,0.084,0.024,0
2.608,0.107,0.084,0.023,0
2.776,0.119,0.085,0.034,0
2.782,0.145,0.085,0.060,0
1.545,0.244,0.082,0.162,0
2.583,0.111,0.084,0.027,0
2.042,0.103,0.083,0.020,0
2.454,0.131,0.084,0.047,0
2.841,0.162,0.084,0.078,0
2.391,0.112,0.084,0.028,0
2.218,0.111,0.084,0.027,0
2.379,0.103,0.083,0.020,0
1.449,0.128,0.091,0.037,0
2.905,0.159,0.086,0.073,-5
2.850,0.156,0.086,0.070,-5
2.971,0.800,0.085,0.715,-5
2.920,0.693,0.085,0.608,-5
2.654,0.115,0.085,0.030,0
2.662,0.124,0.086,0.038,0
2.638,0.107,0.087,0.020,0
2.558,0.104,0.080,0.024,0
2.292,0.110,0.080,0.030,0
2.288,0.106,0.081,0.025,0
3.002,0.114,0.082,0.032,0
2.677,0.180,0.081,0.099,0
2.493,0.109,0.081,0.028,0
2.782,0.240,0.081,0.159,0
2.215,0.200,0.081,0.119,0
2.954,0.403,0.088,0.315,-5
2.765,0.116,0.087,0.029,0
2.349,0.106,0.082,0.024,0
2.452,0.111,0.081,0.030,0
2.680,0.224,0.081,0.143,-5
2.958,0.245,0.082,0.163,-5
2.879,0.110,0.081,0.029,0
2.493,0.107,0.081,0.026,0
2.855,0.112,0.083,0.029,0
2.340,0.110,0.082,0.028,0
2.871,1.055,0.080,0.975,-5
2.693,0.168,0.100,0.068,0
2.905,0.221,0.086,0.135,-5
2.254,0.112,0.085,0.027,0
2.732,0.205,0.084,0.121,0
2.898,0.123,0.082,0.041,0
2.873,0.114,0.082,0.032,0
2.631,0.279,0.084,0.195,-5
2.436,0.128,0.090,0.038,0
2.729,0.180,0.090,0.090,-5
2.007,0.224,0.083,0.141,-5
3.039,0.118,0.083,0.035,0
3.042,0.110,0.082,0.028,0
2.543,0.110,0.081,0.029,0
2.630,0.125,0.084,0.041,0
2.339,0.107,0.083,0.024,0
2.105,0.101,0.081,0.020,0
2.270,0.107,0.080,0.027,0
2.426,0.108,0.080,0.028,0
2.133,0.099,0.082,0.017,0
2.728,0.121,0.084,0.037,0
2.911,0.137,0.087,0.050,0
2.940,0.279,0.087,0.192,-5
2.273,0.168,0.083,0.085,0
2.198,0.117,0.094,0.023,0
1.666,0.119,0.081,0.038,0
2.732,0.126,0.080,0.046,0
2.881,0.157,0.083,0.074,-5
2.671,0.168,0.086,0.082,-5
2.320,0.119,0.084,0.035,0
2.302,0.113,0.082,0.031,0
2.807,0.406,0.082,0.324,-5
2.406,0.123,0.082,0.041,0
2.821,0.450,0.082,0.368,-5
2.809,0.114,0.082,0.032,0
1.909,0.144,0.085,0.059,0
2.040,0.161,0.092,0.069,0
2.912,0.141,0.095,0.046,0
2.925,0.298,0.096,0.202,-5
2.864,0.135,0.093,0.042,0
2.820,0.145,0.090,0.055,0
2.828,0.262,0.090,0.172,-5
2.340,0.147,0.089,0.058,0
2.387,0.356,0.091,0.265,-5
2.382,0.150,0.087,0.063,-5
2.896,0.189,0.087,0.102,-5
2.857,0.484,0.089,0.395,-5
2.737,0.147,0.089,0.058,0
2.863,0.598,0.088,0.510,-5
2.496,0.123,0.090,0.033,0
2.911,0.140,0.090,0.050,0
2.879,0.135,0.087,0.048,0
2.200,0.122,0.090,0.032,0
2.532,0.129,0.089,0.040,0
2.788,0.128,0.088,0.040,0
1.237,0.129,0.089,0.040,0
2.748,0.118,0.089,0.029,0
2.378,0.137,0.091,0.046,0
2.310,0.133,0.089,0.044,0
2.676,0.134,0.090,0.044,0
2.951,0.312,0.089,0.223,0
2.867,0.191,0.092,0.099,-5
2.896,0.471,0.092,0.379,-5
2.925,0.157,0.099,0.058,0
2.917,0.501,0.098,0.403,-5
2.909,0.385,0.094,0.291,-5
2.846,0.122,0.084,0.038,0
2.900,0.297,0.083,0.214,-5
2.667,0.244,0.082,0.162,-5
2.675,0.115,0.080,0.035,0
3.137,0.140,0.080,0.060,0
2.769,0.649,0.088,0.561,-5
2.414,0.113,0.080,0.033,0
2.735,0.157,0.085,0.072,0
2.616,0.138,0.089,0.049,0
2.849,0.217,0.085,0.132,-5
2.213,0.110,0.081,0.029,0
2.523,0.112,0.082,0.030,0
2.918,0.307,0.085,0.222,0
2.547,0.111,0.082,0.029,0
2.392,0.111,0.082,0.029,0
2.791,0.120,0.085,0.035,0
1.771,0.111,0.082,0.029,0
2.427,0.113,0.083,0.030,0
2.640,0.120,0.085,0.035,0
2.624,0.111,0.082,0.029,0
2.201,0.112,0.086,0.026,0
2.674,0.173,0.087,0.086,-5
2.946,0.254,0.086,0.168,-5
2.822,0.170,0.085,0.085,-5
2.677,0.104,0.083,0.021,0
2.592,0.115,0.081,0.034,0
2.945,0.112,0.083,0.029,0
2.674,0.114,0.084,0.030,0
2.160,0.102,0.084,0.018,0
2.648,0.189,0.083,0.106,-5
2.592,0.111,0.085,0.026,0
2.914,0.116,0.084,0.032,0
2.530,0.113,0.085,0.028,0
1.575,0.119,0.083,0.036,0
2.771,0.105,0.082,0.023,0
2.604,0.108,0.081,0.027,0
2.780,0.103,0.081,0.022,0
2.309,0.107,0.080,0.027,0
2.446,0.114,0.080,0.034,0
2.712,0.110,0.081,0.029,0
2.086,0.214,0.081,0.133,0
2.798,0.134,0.081,0.053,-5
2.498,0.195,0.089,0.106,-5
2.690,0.194,0.090,0.104,0
2.272,0.119,0.088,0.031,0
2.561,0.105,0.082,0.023,0
2.548,0.112,0.081,0.031,0
2.772,0.141,0.082,0.059,-5
2.684,0.156,0.082,0.074,-5
2.668,0.117,0.082,0.035,0
2.208,0.112,0.081,0.031,0
3.127,0.121,0.081,0.040,0
2.512,0.113,0.081,0.032,0
2.468,0.104,0.081,0.023,0
1.457,0.111,0.080,0.031,0
2.869,0.152,0.081,0.071,-5
2.624,0.106,0.081,0.025,0
2.804,0.331,0.080,0.251,-5
1.292,0.118,0.085,0.033,0
2.205,0.101,0.081,0.020,0
2.961,0.152,0.081,0.071,-5
2.939,0.656,0.081,0.575,-5
1.206,0.125,0.083,0.042,0
1.541,0.117,0.081,0.036,0
2.655,0.110,0.081,0.029,0
2.446,0.114,0.081,0.033,0
2.126,0.104,0.083,0.021,0
2.665,0.109,0.080,0.029,0
2.172,0.122,0.081,0.041,0
2.405,0.168,0.088,0.080,-5
2.741,0.111,0.083,0.028,0
2.461,0.120,0.083,0.037,0
2.634,0.130,0.089,0.041,0
3.056,0.278,0.084,0.194,-5
2.244,0.111,0.086,0.025,0
2.571,0.118,0.083,0.035,0
2.490,0.167,0.087,0.080,0
2.712,0.115,0.083,0.032,0
1.856,0.107,0.086,0.021,0
2.177,0.112,0.084,0.028,0
2.258,0.117,0.085,0.032,0
2.857,0.239,0.088,0.151,0
2.600,0.108,0.082,0.026,0
2.871,0.120,0.086,0.034,0
2.964,0.163,0.082,0.081,-5
2.351,0.113,0.078,0.035,0
2.179,0.155,0.082,0.073,0
2.227,0.215,0.081,0.134,-5
1.396,0.128,0.084,0.044,0
2.120,0.110,0.081,0.029,0
2.295,0.125,0.089,0.036,0
2.942,0.863,0.084,0.779,-5
2.432,0.111,0.084,0.027,0
1.888,0.119,0.084,0.035,0
2.987,0.141,0.088,0.053,0
2.666,0.112,0.087,0.025,0
2.326,0.121,0.086,0.035,0
2.432,0.119,0.088,0.031,0
2.568,0.166,0.089,0.077,-5
2.511,0.145,0.084,0.061,-5
2.907,0.111,0.088,0.023,0
2.944,0.152,0.079,0.073,-5
2.846,0.124,0.084,0.040,0
2.696,0.106,0.079,0.027,0
2.465,0.109,0.081,0.028,0
2.914,0.137,0.081,0.056,-5
2.878,0.896,0.083,0.813,-5
2.524,0.151,0.084,0.067,-5
2.033,0.108,0.081,0.027,0
2.746,0.112,0.083,0.029,0
2.239,0.111,0.082,0.029,0
2.439,0.112,0.081,0.031,0
2.424,0.106,0.086,0.020,0
2.480,0.107,0.082,0.025,0
2.186,0.110,0.081,0.029,0
2.776,0.170,0.084,0.086,-5
2.289,0.101,0.081,0.020,0
1.856,0.227,0.081,0.146,0
2.766,0.274,0.096,0.178,-5
2.711,0.340,0.084,0.256,0
2.291,0.109,0.081,0.028,0
2.718,0.108,0.082,0.026,0
3.100,0.111,0.079,0.032,0
2.901,0.111,0.079,0.032,0
2.249,0.105,0.079,0.026,0
2.994,0.239,0.079,0.160,0
1.713,0.128,0.088,0.040,0
2.888,0.175,0.090,0.085,-5
2.641,0.130,0.089,0.041,0
2.410,0.110,0.082,0.028,0
2.562,0.202,0.081,0.121,0
2.638,0.111,0.080,0.031,0
1.636,0.109,0.080,0.029,0
2.711,0.277,0.081,0.196,0
2.081,0.112,0.084,0.028,0
2.450,0.145,0.088,0.057,0
2.650,0.153,0.082,0.071,0
2.696,0.108,0.080,0.028,0
2.835,0.110,0.080,0.030,0
2.158,0.108,0.080,0.028,0
2.047,0.104,0.080,0.024,0
2.826,0.100,0.080,0.020,0
2.523,0.107,0.079,0.028,0
2.070,0.101,0.079,0.022,0
2.748,0.108,0.079,0.029,0
2.976,0.153,0.080,0.073,-5
2.792,0.117,0.080,0.037,0
2.738,0.104,0.079,0.025,0
2.369,0.110,0.080,0.030,0
2.748,0.107,0.080,0.027,0
2.628,0.281,0.079,0.202,-5
2.969,0.157,0.080,0.077,-5
2.801,0.216,0.082,0.134,-5
2.277,0.123,0.085,0.038,0
1.756,0.113,0.087,0.026,0
2.631,0.150,0.104,0.046,0
2.287,0.145,0.112,0.033,0
2.916,0.201,0.085,0.116,0
2.265,0.105,0.083,0.022,0
2.331,0.115,0.082,0.033,0
2.526,0.136,0.089,0.047,0
2.463,0.132,0.089,0.043,0
2.956,0.596,0.088,0.508,-5
2.598,0.226,0.084,0.142,-5
2.298,0.114,0.085,0.029,0
1.903,0.142,0.082,0.060,0
2.473,0.132,0.090,0.042,0
2.145,0.167,0.083,0.084,0
2.882,0.656,0.082,0.574,-5
2.442,0.109,0.081,0.028,0
2.441,0.194,0.081,0.113,0
2.970,0.126,0.081,0.045,0
2.440,0.114,0.085,0.029,0
2.406,0.226,0.085,0.141,0
2.253,0.115,0.087,0.028,0
2.846,0.100,0.082,0.018,0
2.709,0.112,0.081,0.031,0
2.076,0.100,0.082,0.018,0
2.917,0.105,0.081,0.024,0
2.487,0.110,0.081,0.029,0
1.882,0.110,0.081,0.029,0
2.820,0.105,0.081,0.024,0
2.205,0.107,0.082,0.025,0
2.155,0.107,0.081,0.026,0
2.214,0.099,0.082,0.017,0
2.691,0.121,0.083,0.038,0
2.634,0.109,0.087,0.022,0
1.749,0.113,0.084,0.029,0
2.717,0.123,0.085,0.038,0
2.227,0.107,0.085,0.022,0
2.484,0.110,0.082,0.028,0
2.787,0.112,0.083,0.029,0
2.492,0.121,0.082,0.039,0
2.907,0.145,0.083,0.062,0
2.366,0.101,0.084,0.017,0
2.414,0.212,0.081,0.131,-5
2.905,0.166,0.083,0.083,-5
2.651,0.118,0.085,0.033,0
2.605,0.109,0.082,0.027,0
2.178,0.112,0.081,0.031,0
2.954,0.111,0.081,0.030,0
2.152,0.104,0.083,0.021,0
1.861,0.106,0.082,0.024,0
2.839,0.281,0.081,0.200,-5
2.164,0.234,0.084,0.150,-5
2.661,0.115,0.085,0.030,0
2.855,0.109,0.083,0.026,0
2.432,0.096,0.081,0.015,0
2.507,0.108,0.081,0.027,0
2.893,0.117,0.081,0.036,0
2.786,0.259,0.085,0.174,0
1.912,0.111,0.083,0.028,0
2.603,0.115,0.082,0.033,0
2.171,0.112,0.082,0.030,0
2.863,0.115,0.081,0.034,0
2.452,0.187,0.081,0.106,0
2.439,0.187,0.083,0.104,0
2.250,0.104,0.082,0.022,0
2.669,0.518,0.081,0.437,-5
2.839,0.113,0.082,0.031,0
2.395,0.105,0.082,0.023,0
1.888,0.196,0.080,0.116,0
2.823,0.110,0.082,0.028,0
2.704,0.104,0.083,0.021,0
2.779,0.137,0.080,0.057,0
2.760,0.281,0.084,0.197,-5
3.035,0.174,0.092,0.082,0
1.833,0.117,0.081,0.036,0
2.810,0.103,0.081,0.022,0
2.812,0.275,0.080,0.195,0
2.679,0.116,0.082,0.034,0
3.064,0.231,0.082,0.149,-5
3.022,0.121,0.082,0.039,0
2.606,0.117,0.080,0.037,0
2.841,0.324,0.080,0.244,0
2.640,0.131,0.088,0.043,0
2.826,0.314,0.087,0.227,-5
1.608,0.113,0.083,0.030,0
2.575,0.108,0.085,0.023,0
2.233,0.239,0.084,0.155,0
1.794,0.114,0.083,0.031,0
2.462,0.113,0.083,0.030,0
2.491,0.118,0.083,0.035,0
2.102,0.110,0.083,0.027,0
2.629,0.114,0.081,0.033,0
2.045,0.110,0.081,0.029,0
2.512,0.104,0.081,0.023,0
2.549,0.104,0.081,0.023,0
2.494,0.111,0.081,0.030,0
2.821,0.115,0.085,0.030,0
2.272,0.142,0.088,0.054,0
2.013,0.114,0.086,0.028,0
2.222,0.111,0.082,0.029,0
2.364,0.111,0.081,0.030,0
2.650,0.114,0.084,0.030,0
2.389,0.117,0.087,0.030,0
2.719,0.113,0.084,0.029,0
1.820,0.244,0.083,0.161,-5
2.295,0.116,0.082,0.034,0
2.582,0.140,0.081,0.059,-5
2.507,0.110,0.081,0.029,0
2.760,0.238,0.081,0.157,-5
2.331,0.261,0.082,0.179,0
2.861,0.137,0.096,0.041,0
2.883,0.148,0.091,0.057,0
2.684,0.139,0.089,0.050,0
2.584,0.115,0.084,0.031,0
2.733,0.121,0.086,0.035,0
0.900,0.147,0.085,0.062,0
2.170,0.115,0.085,0.030,0
2.736,0.206,0.082,0.124,-5
2.233,0.104,0.081,0.023,0
2.141,0.114,0.081,0.033,0
2.798,0.244,0.086,0.158,-5
2.249,0.115,0.086,0.029,0
2.370,0.193,0.085,0.108,-5
2.226,0.116,0.087,0.029,0
2.865,0.114,0.086,0.028,0
2.558,0.107,0.084,0.023,0
2.669,0.195,0.081,0.114,-5
2.189,0.135,0.091,0.044,0
2.871,0.140,0.086,0.054,0
2.859,0.244,0.091,0.153,-5
2.510,0.130,0.087,0.043,0
2.402,0.134,0.090,0.044,0
2.103,0.112,0.082,0.030,0
1.461,0.106,0.080,0.026,0
2.552,0.102,0.080,0.022,0
2.658,0.103,0.079,0.024,0
2.672,0.271,0.080,0.191,-5
2.436,0.103,0.080,0.023,0
2.558,0.106,0.079,0.027,0
2.562,0.114,0.081,0.033,0
2.667,0.162,0.094,0.068,0
2.364,0.410,0.097,0.313,0
2.024,0.139,0.091,0.048,0
2.494,0.126,0.089,0.037,0
2.435,0.122,0.088,0.034,0
2.684,0.110,0.082,0.028,0
2.672,0.120,0.087,0.033,0
2.091,0.120,0.088,0.032,0
1.475,0.184,0.122,0.062,0
2.662,0.186,0.088,0.098,0
2.510,0.118,0.085,0.033,0
2.449,0.247,0.093,0.154,-5
2.905,0.124,0.087,0.037,0
2.551,0.219,0.083,0.136,-5
2.956,0.536,0.084,0.452,-5
2.756,0.125,0.083,0.042,0
2.092,0.139,0.094,0.045,0
2.182,0.115,0.084,0.031,0
2.106,0.212,0.081,0.131,0
2.690,0.185,0.098,0.087,0
2.290,0.102,0.081,0.021,0
2.231,0.110,0.085,0.025,0
2.717,0.161,0.081,0.080,-5
2.103,0.111,0.084,0.027,0
2.849,0.189,0.082,0.107,-5
2.253,0.272,0.085,0.187,0
2.278,0.116,0.082,0.034,0
2.648,0.235,0.083,0.152,0
3.106,0.119,0.083,0.036,0
2.682,0.142,0.106,0.036,0
2.694,0.107,0.086,0.021,0
2.518,0.188,0.081,0.107,-5
2.925,0.113,0.081,0.032,0
2.805,0.382,0.082,0.300,0
2.643,0.185,0.084,0.101,-5
2.410,0.147,0.085,0.062,-5
2.222,0.147,0.085,0.062,0
2.405,0.163,0.089,0.074,0
2.480,0.100,0.081,0.019,0
2.674,0.122,0.080,0.042,0
3.041,0.118,0.081,0.037,0
2.550,0.113,0.080,0.033,0
2.535,0.187,0.081,0.106,-5
2.455,0.106,0.082,0.024,0
2.463,0.115,0.079,0.036,0
2.682,0.113,0.082,0.031,0
1.860,0.115,0.086,0.029,0
2.307,0.104,0.084,0.020,0
2.830,0.347,0.086,0.261,-5
2.136,0.104,0.083,0.021,0
2.953,0.115,0.082,0.033,0
2.778,0.213,0.080,0.133,0
2.782,0.162,0.084,0.078,0
2.826,0.110,0.080,0.030,0
2.148,0.138,0.081,0.057,0
2.267,0.137,0.093,0.044,0
2.174,0.122,0.081,0.041,0
2.675,0.107,0.081,0.026,0
1.483,0.114,0.080,0.034,0
2.237,0.161,0.082,0.079,0
2.500,0.109,0.082,0.027,0
2.579,0.255,0.081,0.174,-5
3.062,0.120,0.084,0.036,0
2.221,0.191,0.083,0.108,-5
2.873,0.127,0.083,0.044,0
2.292,0.102,0.080,0.022,0
2.739,0.116,0.081,0.035,0
2.559,0.110,0.080,0.030,0
2.871,0.216,0.083,0.133,-5
2.723,0.126,0.083,0.043,0
2.746,0.112,0.086,0.026,0
2.280,0.123,0.082,0.041,0
2.912,0.140,0.083,0.057,-5
2.153,0.139,0.092,0.047,0
2.885,0.110,0.083,0.027,0
2.422,0.104,0.081,0.023,0
2.652,0.228,0.083,0.145,-5
2.487,0.107,0.081,0.026,0
2.571,0.107,0.081,0.026,0
2.436,0.109,0.080,0.029,0
2.411,0.102,0.080,0.022,0
2.002,0.210,0.081,0.129,-5
2.761,0.147,0.089,0.058,0
2.524,0.143,0.084,0.059,0
2.231,0.130,0.085,0.045,0
2.117,0.101,0.080,0.021,0
2.246,0.128,0.081,0.047,0
2.890,0.121,0.083,0.038,0
2.680,0.105,0.081,0.024,0
2.135,0.113,0.080,0.033,0
2.644,0.110,0.083,0.027,0
2.680,0.121,0.085,0.036,0
1.768,0.112,0.084,0.028,0
2.110,0.105,0.082,0.023,0
2.875,0.245,0.086,0.159,-5
2.822,0.157,0.080,0.077,-5
2.478,0.102,0.082,0.020,0
2.186,0.127,0.083,0.044,0
2.398,0.126,0.081,0.045,0
2.494,0.125,0.093,0.032,0
2.019,0.106,0.082,0.024,0
2.733,0.101,0.081,0.020,0
2.712,0.105,0.082,0.023,0
2.199,0.109,0.083,0.026,0
1.913,0.118,0.081,0.037,0
2.122,0.103,0.082,0.021,0
2.071,0.112,0.082,0.030,0
2.440,0.105,0.081,0.024,0
2.862,0.135,0.081,0.054,-5
2.710,0.113,0.082,0.031,0
2.589,0.110,0.083,0.027,0
2.247,0.105,0.081,0.024,0
2.525,0.110,0.082,0.028,0
2.927,0.125,0.081,0.044,0
2.540,0.120,0.085,0.035,0
2.522,0.112,0.084,0.028,0
2.272,0.100,0.082,0.018,0
1.933,0.106,0.079,0.027,0
2.195,0.110,0.081,0.029,0
2.782,0.110,0.085,0.025,0
2.512,0.107,0.081,0.026,0
2.722,0.213,0.082,0.131,0
2.913,0.275,0.083,0.192,-5
2.746,0.322,0.082,0.240,-5
2.604,0.104,0.083,0.021,0
2.659,0.103,0.080,0.023,0
2.421,0.107,0.080,0.027,0
2.657,0.108,0.080,0.028,0
2.337,0.104,0.082,0.022,0
2.472,0.112,0.084,0.028,0
2.308,0.102,0.080,0.022,0
2.512,0.111,0.081,0.030,0
2.357,0.107,0.079,0.028,0
2.233,0.104,0.082,0.022,0
3.027,0.118,0.079,0.039,0
2.455,0.108,0.080,0.028,0
2.536,0.103,0.080,0.023,0
2.627,0.121,0.081,0.040,0
2.791,0.119,0.080,0.039,0
2.877,0.120,0.079,0.041,0
2.741,0.108,0.079,0.029,0
2.052,0.108,0.080,0.028,0
2.493,0.108,0.079,0.029,0
2.535,0.096,0.079,0.017,0
2.690,0.103,0.079,0.024,0
2.567,0.217,0.083,0.134,0
2.628,0.102,0.084,0.018,0
2.524,0.146,0.079,0.067,-5
2.973,0.153,0.080,0.073,-5
2.554,0.109,0.082,0.027,0
1.719,0.116,0.081,0.035,0
2.139,0.105,0.079,0.026,0
2.960,0.664,0.079,0.585,-5
2.010,0.108,0.081,0.027,0
2.224,0.114,0.079,0.035,0
1.822,0.113,0.079,0.034,0
2.703,0.102,0.079,0.023,0
2.316,0.111,0.080,0.031,0
1.786,0.103,0.080,0.023,0
2.400,0.108,0.080,0.028,0
2.697,0.117,0.079,0.038,0
2.786,0.141,0.080,0.061,0
2.212,0.150,0.079,0.071,0
2.210,0.144,0.081,0.063,-5
2.647,0.121,0.080,0.041,0
1.733,0.110,0.081,0.029,0
2.590,0.227,0.080,0.147,-5
2.725,0.098,0.080,0.018,0
2.882,0.104,0.079,0.025,0
2.444,0.113,0.080,0.033,0
2.175,0.098,0.079,0.019,0
2.384,0.202,0.078,0.124,0
2.529,0.107,0.079,0.028,0
2.701,0.113,0.080,0.033,0
2.205,0.107,0.081,0.026,0
2.208,0.108,0.079,0.029,0
2.832,0.113,0.083,0.030,0
2.755,0.107,0.081,0.026,0
2.758,0.139,0.079,0.060,0
2.923,0.109,0.083,0.026,0
2.168,0.102,0.082,0.020,0
2.666,0.104,0.079,0.025,0
1.106,0.108,0.080,0.028,0
2.235,0.116,0.083,0.033,0
2.365,0.296,0.082,0.214,-5
2.842,0.115,0.082,0.033,0
2.673,0.105,0.079,0.026,0
2.538,0.104,0.079,0.025,0
2.564,0.108,0.082,0.026,0
2.309,0.100,0.079,0.021,0
2.555,0.102,0.079,0.023,0
1.562,0.110,0.078,0.032,0
2.267,0.100,0.080,0.020,0
2.730,0.126,0.079,0.047,0
2.858,0.107,0.081,0.026,0
2.362,0.101,0.079,0.022,0
2.280,0.096,0.079,0.017,0
2.837,0.146,0.078,0.068,-5
1.719,0.118,0.080,0.038,0
2.285,0.106,0.079,0.027,0
2.674,0.249,0.079,0.170,0
2.220,0.101,0.079,0.022,0
2.892,0.098,0.079,0.019,0
2.151,0.108,0.079,0.029,0
2.694,0.210,0.079,0.131,0
2.569,0.117,0.080,0.037,0
2.766,0.112,0.081,0.031,0
2.135,0.113,0.082,0.031,0
2.331,0.109,0.079,0.030,0
2.359,0.198,0.083,0.115,0
2.612,0.108,0.082,0.026,0
2.653,0.109,0.079,0.030,0
2.853,0.229,0.081,0.148,-5
2.921,0.114,0.079,0.035,0
2.877,0.227,0.081,0.146,-5
2.893,0.130,0.079,0.051,0
2.237,0.108,0.082,0.026,0
2.281,0.100,0.079,0.021,0
2.034,0.297,0.080,0.217,-5
2.338,0.245,0.079,0.166,0
2.499,0.311,0.089,0.222,0
2.790,0.130,0.086,0.044,0
2.556,0.114,0.081,0.033,0
2.312,0.101,0.079,0.022,0
2.791,0.210,0.079,0.131,0
2.690,0.203,0.080,0.123,-5
2.481,0.131,0.087,0.044,0
2.735,0.134,0.087,0.047,0
2.633,0.106,0.082,0.024,0
2.551,0.248,0.088,0.160,-5
2.554,0.223,0.083,0.140,-5
2.403,0.110,0.080,0.030,0
2.395,0.113,0.080,0.033,0
2.812,0.171,0.079,0.092,0
2.302,0.103,0.080,0.023,0
2.361,0.108,0.081,0.027,0
2.744,0.111,0.080,0.031,0
2.694,0.103,0.079,0.024,0
2.692,0.101,0.079,0.022,0
2.516,0.108,0.078,0.030,0
2.844,0.099,0.079,0.020,0
1.746,0.123,0.087,0.036,0
1.604,0.110,0.081,0.029,0
2.755,0.149,0.079,0.070,-5
2.513,0.101,0.079,0.022,0
2.213,0.104,0.079,0.025,0
2.428,0.130,0.082,0.048,0
2.733,0.145,0.079,0.066,-5
2.532,0.098,0.079,0.019,0
1.868,0.107,0.079,0.028,0
2.306,0.107,0.079,0.028,0
2.419,0.112,0.080,0.032,0
1.824,0.106,0.079,0.027,0
2.100,0.106,0.079,0.027,0
2.455,0.284,0.080,0.204,-5
2.001,0.240,0.080,0.160,-5
2.703,0.109,0.084,0.025,0
2.106,0.105,0.085,0.020,0
2.244,0.104,0.079,0.025,0
2.926,0.262,0.080,0.182,-5
1.936,0.218,0.081,0.137,-5
2.489,0.098,0.079,0.019,0
2.592,0.147,0.079,0.068,-5
2.414,0.106,0.086,0.020,0
2.501,0.104,0.079,0.025,0
2.897,0.171,0.085,0.086,0
2.516,0.118,0.084,0.034,0
2.635,0.518,0.087,0.431,-5
1.981,0.125,0.088,0.037,0
2.714,0.139,0.086,0.053,0
2.653,0.135,0.088,0.047,0
2.329,0.760,0.085,0.675,-5
2.962,0.130,0.082,0.048,0
2.688,0.136,0.086,0.050,0
2.757,0.128,0.086,0.042,0
2.443,0.122,0.088,0.034,0
2.212,0.108,0.082,0.026,0
2.408,0.101,0.080,0.021,0
2.663,0.123,0.080,0.043,0
2.402,0.285,0.082,0.203,-5
2.920,0.368,0.082,0.286,-5
2.290,0.122,0.086,0.036,0
2.618,0.147,0.083,0.064,0
2.019,0.108,0.081,0.027,0
2.717,0.173,0.082,0.091,-5
2.377,0.132,0.083,0.049,0
2.616,0.143,0.080,0.063,0
2.648,0.115,0.081,0.034,0
2.850,0.202,0.081,0.121,-5
2.245,0.132,0.081,0.051,0
2.386,0.119,0.082,0.037,0
2.136,0.109,0.081,0.028,0
2.698,0.116,0.083,0.033,0
2.884,0.107,0.081,0.026,0
3.039,0.125,0.080,0.045,0
2.594,0.116,0.079,0.037,0
2.568,0.116,0.080,0.036,0
2.102,0.105,0.079,0.026,0
2.635,0.149,0.080,0.069,-5
2.555,0.109,0.080,0.029,0
2.251,0.120,0.080,0.040,0
2.125,0.120,0.081,0.039,0
2.441,0.209,0.080,0.129,-5
2.776,0.110,0.080,0.030,0
