avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.418,0.333,0.085,21
0.782,0.467,0.316,55
0.294,0.201,0.093,20
0.264,0.088,0.176,27
1.096,1.019,0.077,21
0.780,0.676,0.104,24
0.437,0.339,0.098,19
0.411,0.307,0.104,22
0.656,0.567,0.088,25
1.112,1.008,0.105,28
0.898,0.529,0.369,78
0.540,0.399,0.142,21
0.479,0.363,0.116,23
0.135,0.047,0.088,19
0.199,0.064,0.134,28
0.375,0.145,0.231,42
1.044,0.922,0.122,25
1.001,0.927,0.073,18
0.898,0.790,0.108,25
0.682,0.575,0.107,24
0.829,0.671,0.157,23
0.645,0.539,0.106,21
0.411,0.338,0.072,20
1.048,0.918,0.130,30
1.061,0.938,0.123,28
0.408,0.309,0.099,23
1.389,1.280,0.109,22
1.144,1.044,0.100,26
0.528,0.403,0.125,27
0.654,0.565,0.089,20
1.218,1.141,0.077,18
0.308,0.200,0.108,17
0.286,0.137,0.150,20
0.175,0.068,0.107,17
1.265,1.142,0.123,23
0.177,0.069,0.108,27
0.857,0.764,0.094,20
0.226,0.134,0.092,20
0.330,0.235,0.095,22
0.988,0.904,0.084,17
0.683,0.467,0.216,39
0.796,0.699,0.097,22
0.401,0.309,0.092,23
0.376,0.294,0.083,23
1.154,1.052,0.102,19
0.438,0.321,0.117,27
1.233,1.128,0.105,23
0.658,0.552,0.106,27
1.247,1.166,0.081,16
0.278,0.090,0.188,42
1.278,1.176,0.102,20
0.273,0.134,0.139,30
1.045,0.925,0.120,25
0.217,0.112,0.104,23
0.758,0.660,0.098,25
1.146,1.057,0.089,20
0.891,0.794,0.097,27
1.222,1.127,0.095,28
1.003,0.903,0.100,24
0.437,0.344,0.093,24
1.002,0.909,0.093,25
0.493,0.104,0.390,89
1.250,1.163,0.087,22
0.579,0.419,0.161,26
0.555,0.218,0.337,75
0.988,0.903,0.085,18
1.256,1.135,0.121,24
0.906,0.805,0.101,24
0.673,0.573,0.099,17
0.452,0.321,0.131,27
0.765,0.659,0.107,20
0.210,0.068,0.142,27
0.278,0.186,0.092,22
0.780,0.667,0.113,26
0.643,0.546,0.097,23
0.658,0.565,0.093,19
1.261,1.167,0.094,20
1.000,0.929,0.071,21
0.454,0.342,0.112,30
0.770,0.674,0.096,22
0.880,0.786,0.094,19
1.007,0.923,0.084,22
0.429,0.255,0.174,26
1.140,1.026,0.115,27
1.029,0.886,0.142,28
0.447,0.342,0.105,20
0.999,0.888,0.111,23
0.535,0.445,0.090,21
0.982,0.903,0.079,21
1.022,0.926,0.096,19
0.350,0.201,0.149,23
0.284,0.155,0.129,23
1.390,1.271,0.119,28
0.579,0.460,0.119,20
0.404,0.309,0.095,23
0.446,0.200,0.246,41
0.438,0.338,0.100,24
1.343,1.245,0.098,24
0.311,0.200,0.111,14
0.648,0.576,0.072,20
