avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.264,0.081,0.183,38
0.246,0.128,0.118,24
0.240,0.138,0.103,31
0.492,0.027,0.465,100
0.326,0.124,0.202,41
0.250,0.113,0.136,31
0.264,0.085,0.179,33
0.420,0.072,0.348,94
0.215,0.106,0.109,28
0.492,0.069,0.424,100
0.253,0.123,0.129,33
0.234,0.089,0.146,37
0.261,0.147,0.114,25
0.194,0.066,0.127,31
0.369,0.065,0.304,73
0.466,0.027,0.439,96
0.232,0.120,0.112,27
0.281,0.141,0.140,35
0.529,0.091,0.438,100
0.241,0.094,0.147,32
0.185,0.089,0.096,24
0.173,0.045,0.128,32
0.240,0.055,0.185,43
0.196,0.112,0.084,26
0.216,0.063,0.153,46
0.292,0.170,0.122,36
0.250,0.134,0.116,23
0.192,0.075,0.117,32
0.235,0.116,0.119,28
0.241,0.121,0.120,25
0.260,0.038,0.222,52
0.468,0.032,0.436,100
0.137,0.060,0.076,25
0.267,0.127,0.140,26
0.280,0.138,0.143,32
0.424,0.070,0.353,83
0.545,0.040,0.505,100
0.463,0.090,0.373,99
0.394,0.093,0.301,70
0.171,0.081,0.090,21
0.204,0.070,0.134,29
0.184,0.080,0.104,27
0.284,0.137,0.147,28
0.211,0.054,0.157,34
0.212,0.118,0.094,23
0.313,0.141,0.173,33
0.195,0.068,0.126,25
0.227,0.103,0.124,30
0.503,0.056,0.447,100
0.185,0.094,0.091,19
0.221,0.102,0.119,23
0.264,0.144,0.120,28
0.237,0.103,0.134,29
0.254,0.125,0.129,39
0.526,0.057,0.468,100
0.230,0.137,0.093,29
0.258,0.159,0.099,24
0.257,0.110,0.147,37
0.281,0.041,0.240,47
0.546,0.070,0.476,99
0.208,0.074,0.135,25
0.261,0.120,0.141,35
0.220,0.108,0.112,25
0.264,0.122,0.142,27
0.488,0.050,0.438,100
0.179,0.083,0.096,24
0.569,0.077,0.492,100
0.536,0.100,0.436,100
0.232,0.086,0.147,39
0.182,0.055,0.127,32
0.243,0.129,0.114,23
0.530,0.060,0.469,100
0.312,0.158,0.154,37
0.262,0.066,0.196,44
0.223,0.114,0.108,29
0.124,0.041,0.083,29
0.175,0.076,0.099,29
0.233,0.131,0.102,24
0.132,0.052,0.081,26
0.150,0.046,0.104,35
0.199,0.055,0.144,39
0.222,0.114,0.108,22
0.200,0.104,0.096,23
0.464,0.063,0.402,100
0.518,0.078,0.440,100
0.353,0.065,0.288,69
0.189,0.073,0.116,31
0.245,0.122,0.123,26
0.218,0.111,0.107,23
0.242,0.092,0.150,34
0.543,0.070,0.473,100
0.201,0.093,0.108,32
0.191,0.085,0.105,29
0.228,0.105,0.123,29
0.242,0.127,0.115,32
0.228,0.122,0.106,30
0.180,0.092,0.087,14
0.235,0.135,0.100,29
0.231,0.130,0.101,20
0.226,0.087,0.139,30
