avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.786,0.693,0.093,21
0.377,0.226,0.152,25
1.264,1.173,0.091,21
0.281,0.178,0.104,19
0.299,0.200,0.099,23
1.221,1.125,0.096,25
0.256,0.146,0.110,20
0.817,0.664,0.152,24
1.234,1.142,0.091,19
1.260,1.177,0.084,17
0.998,0.901,0.096,26
0.629,0.545,0.084,26
0.986,0.882,0.104,28
0.312,0.223,0.089,24
0.879,0.797,0.082,18
0.353,0.226,0.128,21
0.312,0.198,0.113,29
0.505,0.362,0.143,21
0.409,0.310,0.099,22
0.512,0.415,0.097,28
0.898,0.783,0.115,29
0.162,0.046,0.116,25
1.172,1.056,0.116,26
0.566,0.460,0.106,21
0.195,0.090,0.105,26
0.446,0.332,0.114,29
0.310,0.199,0.111,23
1.040,0.936,0.103,21
0.611,0.490,0.121,23
1.279,1.175,0.104,30
0.229,0.134,0.095,22
0.436,0.340,0.096,24
0.756,0.674,0.082,25
0.645,0.542,0.102,26
0.440,0.329,0.111,24
0.401,0.307,0.094,27
1.104,1.009,0.095,28
0.669,0.586,0.083,18
1.244,1.141,0.103,18
0.766,0.669,0.097,20
1.264,1.156,0.108,25
0.794,0.675,0.119,23
0.318,0.224,0.094,22
0.548,0.458,0.090,20
0.899,0.801,0.097,21
0.795,0.688,0.107,27
0.873,0.753,0.120,21
1.038,0.927,0.112,23
0.385,0.223,0.161,25
0.744,0.644,0.100,20
0.235,0.109,0.126,22
0.976,0.893,0.083,26
0.785,0.668,0.117,18
0.258,0.066,0.191,33
0.293,0.136,0.157,22
0.920,0.807,0.113,19
0.204,0.091,0.114,28
0.562,0.404,0.158,22
0.595,0.417,0.179,29
0.810,0.665,0.146,20
0.366,0.252,0.115,25
0.750,0.580,0.170,34
0.245,0.089,0.156,27
0.588,0.480,0.108,28
0.531,0.456,0.075,21
0.747,0.581,0.165,29
0.578,0.360,0.218,35
0.249,0.090,0.159,28
1.281,1.168,0.113,24
0.748,0.648,0.100,23
0.340,0.197,0.143,22
1.251,1.150,0.101,25
0.994,0.884,0.110,26
0.277,0.059,0.218,46
0.691,0.582,0.109,29
0.423,0.339,0.084,20
0.321,0.199,0.123,22
0.671,0.572,0.100,21
0.473,0.363,0.109,30
1.167,1.061,0.106,23
1.329,1.245,0.085,26
0.279,0.146,0.134,23
0.290,0.198,0.093,18
0.782,0.704,0.078,20
0.392,0.295,0.097,23
1.026,0.921,0.106,27
0.445,0.234,0.211,49
0.283,0.176,0.106,26
0.186,0.067,0.119,23
0.448,0.314,0.134,25
0.511,0.404,0.107,22
0.774,0.694,0.080,20
1.158,1.050,0.108,29
0.654,0.562,0.092,19
0.297,0.170,0.127,22
0.776,0.687,0.089,25
0.422,0.318,0.103,26
1.392,1.280,0.112,28
0.801,0.689,0.112,27
1.013,0.913,0.100,23
