avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.261,0.134,0.127,24
0.452,0.058,0.394,95
0.326,0.159,0.167,32
0.193,0.059,0.133,29
0.170,0.081,0.088,20
0.237,0.115,0.121,32
0.179,0.045,0.134,33
0.536,0.091,0.446,100
0.242,0.132,0.110,25
0.320,0.164,0.156,41
0.222,0.113,0.109,32
0.201,0.095,0.107,25
0.235,0.097,0.138,38
0.211,0.099,0.111,31
0.225,0.126,0.100,23
0.210,0.058,0.152,28
0.494,0.072,0.422,97
0.351,0.067,0.284,70
0.218,0.064,0.153,36
0.207,0.076,0.130,35
0.252,0.108,0.143,32
0.353,0.030,0.323,74
0.262,0.153,0.109,28
0.218,0.113,0.105,22
0.210,0.040,0.170,42
0.212,0.102,0.110,28
0.362,0.054,0.308,71
0.278,0.152,0.126,28
0.528,0.077,0.451,99
0.308,0.163,0.145,34
0.282,0.055,0.228,42
0.231,0.110,0.121,26
0.232,0.113,0.119,31
0.184,0.093,0.091,28
0.215,0.098,0.117,26
0.213,0.086,0.127,18
0.229,0.110,0.120,29
0.251,0.135,0.116,26
0.241,0.129,0.112,21
0.205,0.108,0.098,25
0.264,0.146,0.118,31
0.249,0.105,0.143,25
0.198,0.098,0.101,23
0.244,0.117,0.127,23
0.244,0.130,0.114,30
0.186,0.099,0.088,22
0.562,0.090,0.472,100
0.538,0.101,0.437,100
0.404,0.054,0.349,78
0.173,0.086,0.088,22
0.489,0.042,0.447,100
0.186,0.099,0.086,29
0.497,0.088,0.408,100
0.118,0.036,0.082,28
0.140,0.047,0.093,32
0.253,0.134,0.119,28
0.364,0.050,0.314,84
0.300,0.068,0.232,62
0.154,0.071,0.083,26
0.518,0.085,0.433,100
0.477,0.055,0.422,100
0.189,0.078,0.111,30
0.324,0.035,0.288,76
0.206,0.125,0.081,22
0.227,0.113,0.114,29
0.411,0.086,0.325,83
0.170,0.067,0.103,31
0.287,0.039,0.247,63
0.271,0.159,0.112,29
0.177,0.086,0.091,22
0.201,0.049,0.153,39
0.258,0.137,0.121,30
0.205,0.094,0.111,30
0.306,0.034,0.273,68
0.317,0.081,0.236,59
0.233,0.103,0.130,28
0.187,0.079,0.108,23
0.533,0.086,0.448,100
0.285,0.068,0.217,51
0.266,0.159,0.106,29
0.240,0.123,0.117,27
0.305,0.048,0.257,48
0.212,0.087,0.125,26
0.359,0.155,0.204,41
0.202,0.073,0.129,24
0.295,0.143,0.152,30
0.411,0.067,0.345,76
0.199,0.061,0.138,27
0.129,0.034,0.094,24
0.291,0.065,0.226,52
0.172,0.073,0.099,28
0.253,0.132,0.121,27
0.296,0.148,0.148,43
0.220,0.109,0.112,27
0.533,0.060,0.472,100
0.190,0.114,0.076,18
0.204,0.087,0.117,27
0.286,0.151,0.135,30
0.232,0.121,0.112,26
0.244,0.122,0.122,28
