avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.263,0.087,0.175,29
1.286,1.159,0.128,19
1.260,1.144,0.116,25
0.660,0.549,0.112,27
0.498,0.363,0.135,24
0.615,0.488,0.127,27
0.331,0.136,0.195,32
1.175,1.061,0.113,24
0.281,0.191,0.091,26
1.134,1.041,0.093,22
0.169,0.038,0.131,24
1.238,1.123,0.115,25
0.228,0.048,0.180,44
0.210,0.081,0.130,27
0.653,0.564,0.089,21
1.259,1.171,0.088,25
0.342,0.137,0.205,38
1.150,1.048,0.102,19
0.784,0.691,0.093,25
0.547,0.448,0.099,23
0.428,0.333,0.095,26
0.239,0.088,0.152,32
0.858,0.777,0.081,27
0.674,0.565,0.109,20
0.191,0.046,0.145,22
0.301,0.151,0.150,24
0.510,0.412,0.099,24
0.423,0.331,0.091,26
0.204,0.067,0.137,30
0.647,0.524,0.124,22
0.278,0.110,0.168,28
1.208,1.118,0.090,20
0.191,0.080,0.111,23
1.132,1.030,0.102,26
0.234,0.090,0.144,28
0.315,0.211,0.104,17
1.043,0.947,0.096,20
0.569,0.460,0.108,24
1.386,1.285,0.101,23
0.478,0.362,0.115,21
0.230,0.108,0.121,21
0.199,0.085,0.114,25
0.423,0.192,0.230,44
0.432,0.330,0.102,23
0.797,0.683,0.113,21
0.662,0.582,0.079,23
1.044,0.915,0.130,26
0.202,0.108,0.094,29
0.250,0.133,0.116,24
0.179,0.047,0.132,23
0.420,0.330,0.090,19
0.263,0.143,0.120,21
0.448,0.150,0.298,66
0.426,0.303,0.123,26
0.254,0.125,0.129,20
0.537,0.416,0.120,25
0.266,0.087,0.179,37
1.034,0.939,0.094,24
0.730,0.570,0.160,30
0.579,0.453,0.127,24
0.358,0.174,0.184,29
0.640,0.249,0.391,88
0.523,0.402,0.120,30
0.559,0.463,0.096,27
1.363,1.241,0.122,23
0.763,0.488,0.275,69
0.548,0.440,0.108,25
0.445,0.249,0.196,33
1.129,1.023,0.105,25
0.431,0.343,0.088,16
0.760,0.649,0.110,24
0.330,0.224,0.106,24
1.242,1.126,0.116,28
0.244,0.113,0.130,18
0.921,0.822,0.099,28
1.263,1.142,0.121,28
0.662,0.535,0.126,27
0.895,0.582,0.313,55
0.883,0.799,0.085,23
1.270,1.169,0.100,18
0.451,0.304,0.147,25
1.114,1.020,0.095,22
0.242,0.081,0.160,29
1.426,1.300,0.125,24
1.295,1.164,0.131,25
0.187,0.070,0.117,18
0.404,0.309,0.095,27
0.988,0.891,0.097,23
0.545,0.440,0.105,26
1.343,1.241,0.102,27
0.289,0.090,0.199,32
0.193,0.072,0.121,22
1.036,0.926,0.110,26
0.664,0.561,0.104,25
1.211,1.119,0.093,25
0.897,0.788,0.109,24
0.282,0.200,0.082,21
0.367,0.111,0.255,54
0.338,0.223,0.115,25
0.714,0.525,0.189,32
