avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.491,0.059,0.432,99
0.223,0.094,0.129,26
0.238,0.108,0.130,26
0.215,0.114,0.101,21
0.120,0.027,0.093,26
0.179,0.036,0.143,39
0.480,0.042,0.438,100
0.479,0.059,0.420,100
0.164,0.090,0.074,27
0.227,0.142,0.085,19
0.239,0.113,0.126,28
0.267,0.145,0.122,28
0.252,0.146,0.106,25
0.282,0.073,0.209,57
0.222,0.138,0.084,26
0.458,0.097,0.361,98
0.205,0.102,0.103,27
0.439,0.064,0.375,87
0.135,0.062,0.072,25
0.257,0.124,0.133,33
0.150,0.049,0.102,24
0.260,0.127,0.134,29
0.317,0.056,0.261,65
0.260,0.150,0.109,25
0.206,0.066,0.141,30
0.262,0.145,0.116,27
0.179,0.085,0.094,26
0.202,0.104,0.098,26
0.191,0.084,0.108,25
0.213,0.111,0.102,26
0.486,0.041,0.445,100
0.177,0.088,0.089,23
0.463,0.053,0.410,100
0.192,0.089,0.103,28
0.237,0.135,0.102,22
0.231,0.115,0.115,29
0.423,0.069,0.355,86
0.231,0.100,0.132,32
0.224,0.099,0.125,32
0.239,0.107,0.131,37
0.225,0.100,0.125,29
0.198,0.053,0.146,33
0.264,0.137,0.128,33
0.197,0.102,0.094,25
0.210,0.090,0.121,29
0.240,0.148,0.093,26
0.216,0.120,0.095,30
0.187,0.067,0.121,25
0.269,0.103,0.166,42
0.229,0.112,0.117,26
0.233,0.046,0.188,53
0.185,0.038,0.147,35
0.225,0.132,0.092,22
0.366,0.070,0.295,62
0.141,0.068,0.072,29
0.242,0.137,0.105,25
0.228,0.106,0.122,21
0.278,0.126,0.152,35
0.151,0.061,0.091,28
0.099,0.035,0.064,22
0.255,0.111,0.143,28
0.239,0.137,0.102,27
0.157,0.060,0.097,30
0.414,0.081,0.333,89
0.188,0.107,0.081,25
0.183,0.054,0.129,33
0.530,0.100,0.431,100
0.243,0.155,0.088,32
0.204,0.115,0.089,23
0.231,0.131,0.100,37
0.186,0.074,0.112,23
0.247,0.155,0.092,27
0.235,0.130,0.105,26
0.270,0.147,0.123,29
0.193,0.083,0.110,27
0.128,0.048,0.080,22
0.182,0.051,0.130,27
0.157,0.076,0.081,22
0.157,0.063,0.093,32
0.274,0.116,0.158,38
0.513,0.082,0.432,100
0.459,0.088,0.372,94
0.255,0.117,0.138,28
0.253,0.096,0.158,40
0.297,0.114,0.183,36
0.138,0.043,0.096,28
0.232,0.106,0.125,27
0.234,0.117,0.116,32
0.283,0.112,0.170,31
0.294,0.122,0.172,35
0.266,0.123,0.143,28
0.278,0.136,0.141,24
0.229,0.122,0.107,24
0.254,0.049,0.206,49
0.310,0.134,0.176,39
0.303,0.141,0.162,32
0.239,0.120,0.119,29
0.248,0.087,0.160,37
0.247,0.129,0.118,28
0.122,0.029,0.093,29
