avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.233,0.050,0.183,31
0.426,0.095,0.331,72
0.370,0.151,0.219,34
0.254,0.115,0.139,29
0.278,0.126,0.152,28
0.274,0.139,0.135,33
0.252,0.111,0.140,23
0.285,0.133,0.152,33
0.265,0.105,0.161,35
0.276,0.121,0.155,30
0.172,0.067,0.104,27
0.255,0.116,0.139,24
0.383,0.041,0.342,62
0.134,0.045,0.089,29
0.409,0.059,0.350,66
0.208,0.041,0.167,31
0.240,0.082,0.158,27
0.264,0.157,0.107,27
0.165,0.032,0.133,28
0.203,0.091,0.111,23
0.589,0.071,0.517,100
0.309,0.039,0.270,62
0.491,0.074,0.417,89
0.238,0.107,0.131,34
0.267,0.117,0.150,30
0.291,0.127,0.163,32
0.534,0.042,0.493,91
0.278,0.161,0.116,33
0.280,0.113,0.167,31
0.265,0.099,0.166,33
0.228,0.091,0.137,28
0.243,0.117,0.126,34
0.278,0.138,0.140,21
0.170,0.036,0.134,26
0.280,0.111,0.169,34
0.268,0.074,0.194,25
0.206,0.102,0.104,20
0.229,0.072,0.157,29
0.226,0.092,0.134,22
0.275,0.096,0.179,27
0.155,0.041,0.114,25
0.251,0.107,0.145,24
0.179,0.063,0.116,25
0.310,0.138,0.172,33
0.280,0.148,0.133,26
0.201,0.102,0.099,20
0.269,0.048,0.221,52
0.193,0.102,0.091,25
0.232,0.099,0.132,27
0.334,0.158,0.176,29
0.315,0.151,0.165,31
0.587,0.083,0.504,100
0.257,0.123,0.134,29
0.209,0.086,0.123,33
0.219,0.122,0.097,26
0.204,0.114,0.091,29
0.210,0.085,0.125,34
0.458,0.053,0.405,99
0.253,0.136,0.116,38
0.164,0.058,0.106,26
0.544,0.046,0.498,93
0.544,0.045,0.499,100
0.459,0.042,0.418,97
0.244,0.124,0.121,22
0.232,0.119,0.113,24
0.183,0.049,0.134,28
0.225,0.064,0.162,35
0.168,0.085,0.083,24
0.559,0.070,0.489,100
0.232,0.083,0.148,29
0.195,0.044,0.151,30
0.299,0.095,0.204,45
0.272,0.062,0.210,40
0.250,0.093,0.157,31
0.187,0.073,0.113,27
0.265,0.116,0.150,30
0.586,0.053,0.533,100
0.215,0.103,0.112,27
0.207,0.091,0.115,25
0.167,0.057,0.110,29
0.236,0.112,0.123,33
0.232,0.146,0.086,26
0.225,0.112,0.113,28
0.203,0.086,0.118,30
0.166,0.064,0.102,29
0.270,0.048,0.221,59
0.236,0.123,0.113,33
0.527,0.074,0.453,100
0.250,0.109,0.141,27
0.291,0.154,0.137,29
0.250,0.097,0.153,27
0.541,0.056,0.485,98
0.285,0.086,0.198,40
0.222,0.145,0.077,21
0.171,0.070,0.101,30
0.259,0.127,0.132,28
0.252,0.122,0.130,26
0.250,0.094,0.155,34
0.195,0.067,0.128,29
0.206,0.100,0.106,24
