avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.615,0.312,0.303,67
0.268,0.076,0.193,37
1.025,0.924,0.102,21
0.317,0.192,0.125,18
0.966,0.903,0.063,13
0.892,0.782,0.111,26
0.725,0.580,0.145,34
0.767,0.668,0.099,25
0.234,0.110,0.124,25
1.253,1.142,0.111,24
1.230,1.120,0.110,20
0.766,0.403,0.364,91
0.387,0.134,0.252,52
1.221,1.126,0.095,19
0.280,0.190,0.090,27
0.544,0.426,0.118,26
0.775,0.654,0.121,21
0.312,0.156,0.156,33
0.811,0.709,0.102,28
0.178,0.068,0.110,19
0.633,0.556,0.078,26
1.009,0.888,0.121,23
0.404,0.309,0.096,24
0.636,0.532,0.105,22
0.652,0.466,0.187,27
0.513,0.411,0.102,17
0.900,0.821,0.079,19
0.912,0.829,0.083,23
0.643,0.495,0.149,19
0.516,0.415,0.101,25
0.454,0.353,0.101,24
0.211,0.098,0.113,22
0.326,0.199,0.127,22
0.885,0.782,0.103,25
1.056,0.944,0.112,28
0.352,0.226,0.126,24
0.545,0.404,0.141,22
0.485,0.112,0.373,79
0.815,0.699,0.117,28
0.418,0.304,0.114,17
1.225,1.129,0.096,28
0.194,0.075,0.119,24
0.392,0.150,0.242,49
0.226,0.119,0.107,19
0.903,0.791,0.112,26
1.077,0.998,0.080,20
1.133,1.030,0.102,26
0.270,0.145,0.125,29
0.911,0.809,0.102,27
1.061,0.947,0.114,23
1.048,0.923,0.125,25
1.382,1.274,0.108,22
0.170,0.025,0.145,29
0.933,0.827,0.106,27
1.224,1.147,0.078,24
0.373,0.296,0.077,21
1.125,1.015,0.110,25
0.755,0.677,0.078,22
0.702,0.582,0.120,23
0.515,0.423,0.092,21
0.194,0.090,0.104,23
1.258,1.144,0.114,20
0.533,0.427,0.105,29
0.452,0.306,0.146,28
0.386,0.298,0.088,25
1.279,1.187,0.092,23
0.281,0.176,0.105,22
0.995,0.897,0.098,26
0.688,0.555,0.133,29
0.168,0.046,0.122,23
0.606,0.532,0.073,23
1.134,1.043,0.091,21
0.242,0.112,0.129,24
0.502,0.308,0.194,30
0.320,0.177,0.143,23
0.887,0.793,0.094,24
0.399,0.296,0.103,17
1.377,1.290,0.086,24
1.141,1.037,0.104,26
1.009,0.910,0.099,23
0.547,0.470,0.077,21
0.765,0.675,0.090,22
0.487,0.360,0.128,29
0.274,0.114,0.160,28
1.263,1.179,0.084,24
1.154,1.026,0.128,29
1.005,0.903,0.102,19
0.652,0.521,0.131,17
1.142,1.054,0.089,23
0.775,0.659,0.115,25
0.400,0.072,0.328,71
0.438,0.328,0.110,24
1.159,1.064,0.095,28
0.437,0.314,0.123,21
1.343,1.247,0.097,23
0.353,0.227,0.126,23
0.564,0.463,0.101,26
0.641,0.537,0.104,32
0.755,0.654,0.102,25
1.237,1.126,0.111,24
