avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.796,0.665,0.132,30
0.438,0.330,0.108,23
0.606,0.468,0.138,18
1.322,1.233,0.089,17
0.596,0.494,0.102,19
1.110,1.014,0.096,29
1.215,1.149,0.066,28
0.894,0.754,0.140,25
0.433,0.341,0.092,26
0.418,0.316,0.102,19
1.108,1.014,0.094,21
0.779,0.493,0.286,59
0.707,0.580,0.126,26
1.302,1.233,0.069,20
1.102,1.006,0.096,24
0.854,0.768,0.086,24
0.560,0.468,0.093,19
0.633,0.532,0.100,25
0.696,0.593,0.104,28
0.979,0.892,0.087,15
1.323,1.232,0.091,16
1.281,1.160,0.121,25
0.261,0.133,0.127,19
1.257,1.155,0.102,23
1.244,1.152,0.093,22
0.776,0.652,0.125,26
1.143,1.031,0.112,26
1.039,0.932,0.107,22
0.530,0.402,0.127,30
1.084,0.929,0.155,22
1.163,1.035,0.128,29
0.666,0.577,0.089,20
0.532,0.440,0.092,25
0.761,0.677,0.084,21
0.892,0.783,0.109,20
0.289,0.145,0.144,31
1.145,1.030,0.115,25
0.502,0.234,0.268,46
0.575,0.471,0.105,24
0.291,0.192,0.100,28
1.034,0.913,0.121,18
0.310,0.196,0.114,17
1.216,1.132,0.084,19
1.136,1.041,0.094,27
0.276,0.113,0.163,25
0.948,0.850,0.098,19
1.047,0.939,0.108,22
1.143,1.053,0.090,28
0.297,0.123,0.173,30
0.516,0.403,0.113,14
0.368,0.222,0.147,23
1.144,1.053,0.091,25
1.000,0.904,0.096,21
0.334,0.223,0.112,26
0.317,0.220,0.096,19
0.882,0.782,0.100,23
1.172,1.061,0.111,24
0.450,0.314,0.135,29
0.254,0.112,0.142,21
1.085,0.938,0.147,23
0.765,0.660,0.105,25
1.419,1.288,0.131,26
0.433,0.340,0.094,20
1.052,0.931,0.120,27
0.613,0.533,0.080,22
0.262,0.111,0.151,30
0.676,0.579,0.097,23
0.528,0.412,0.115,23
0.310,0.192,0.118,26
0.412,0.049,0.363,68
1.140,1.046,0.094,28
1.063,0.931,0.132,24
1.039,0.931,0.108,25
0.407,0.306,0.101,24
0.173,0.059,0.114,19
0.874,0.787,0.087,17
0.765,0.670,0.096,19
0.657,0.550,0.107,23
0.500,0.398,0.102,26
0.358,0.237,0.121,24
1.116,1.015,0.101,18
0.260,0.113,0.148,23
1.115,1.022,0.093,21
0.980,0.849,0.131,27
0.225,0.081,0.144,31
0.373,0.068,0.305,62
0.192,0.046,0.146,22
0.745,0.656,0.089,18
0.608,0.487,0.120,24
0.213,0.106,0.107,23
0.283,0.134,0.148,32
0.861,0.762,0.098,21
0.365,0.291,0.073,17
0.888,0.490,0.398,92
0.308,0.170,0.137,23
0.424,0.330,0.094,24
0.531,0.439,0.092,30
1.271,1.166,0.106,26
0.526,0.445,0.081,23
0.432,0.305,0.127,30
