avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.579,0.224,0.355,70
0.412,0.319,0.093,20
1.094,1.001,0.093,19
1.258,1.161,0.097,25
0.428,0.353,0.075,18
0.673,0.565,0.109,24
0.910,0.822,0.088,28
0.807,0.686,0.121,30
0.902,0.805,0.097,24
1.106,1.007,0.099,25
0.590,0.491,0.099,19
0.448,0.354,0.094,17
1.033,0.928,0.106,25
0.341,0.227,0.115,27
0.184,0.055,0.129,25
0.606,0.490,0.115,20
0.279,0.177,0.103,18
0.654,0.538,0.115,27
0.238,0.103,0.135,22
0.901,0.785,0.116,22
0.566,0.427,0.139,26
1.282,1.182,0.099,23
0.326,0.198,0.127,20
0.896,0.803,0.093,24
0.863,0.766,0.097,22
1.134,1.027,0.107,28
1.096,0.999,0.097,19
0.513,0.364,0.149,25
0.222,0.090,0.132,27
1.405,1.298,0.107,23
0.752,0.660,0.092,25
1.370,1.269,0.101,23
0.892,0.806,0.085,27
0.295,0.178,0.117,26
1.041,0.931,0.111,22
0.871,0.770,0.102,23
0.873,0.757,0.116,29
0.649,0.552,0.097,20
0.380,0.297,0.083,24
0.901,0.812,0.088,23
1.346,1.270,0.076,21
1.152,1.059,0.094,21
0.703,0.591,0.112,25
1.110,1.005,0.106,22
0.422,0.195,0.227,50
0.212,0.066,0.145,25
0.889,0.786,0.104,19
0.346,0.200,0.146,27
0.139,0.025,0.114,22
0.557,0.459,0.098,28
0.199,0.068,0.130,16
1.236,1.151,0.085,20
0.579,0.472,0.108,21
0.684,0.579,0.105,21
1.238,1.151,0.088,25
0.689,0.573,0.115,24
0.402,0.214,0.189,33
1.045,0.947,0.098,22
0.524,0.413,0.111,22
1.017,0.907,0.110,25
0.468,0.356,0.113,26
0.362,0.047,0.316,57
0.258,0.144,0.114,20
1.142,1.041,0.101,19
0.437,0.331,0.107,24
0.679,0.590,0.089,27
0.405,0.318,0.087,19
0.486,0.090,0.396,91
1.104,1.019,0.086,23
0.251,0.137,0.114,28
0.139,0.039,0.101,15
0.181,0.066,0.115,26
0.316,0.200,0.116,22
0.893,0.776,0.117,26
1.040,0.938,0.102,23
0.890,0.521,0.369,78
1.373,1.280,0.093,17
1.107,1.021,0.086,23
0.717,0.400,0.317,62
0.655,0.474,0.181,32
0.778,0.682,0.096,21
0.506,0.422,0.084,18
0.852,0.768,0.083,19
1.017,0.913,0.104,23
1.241,1.148,0.093,22
0.517,0.412,0.105,14
1.279,1.153,0.126,25
0.521,0.416,0.105,27
1.265,1.173,0.092,21
0.997,0.916,0.081,20
0.684,0.583,0.101,17
0.226,0.091,0.135,23
0.909,0.804,0.105,27
0.178,0.069,0.109,19
1.297,1.176,0.121,24
0.448,0.351,0.097,21
0.304,0.178,0.127,24
0.745,0.664,0.082,22
0.440,0.068,0.373,73
0.208,0.054,0.154,26
