avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.364,0.194,0.170,31
0.431,0.334,0.096,24
0.667,0.571,0.096,27
0.565,0.464,0.101,24
0.436,0.051,0.385,81
0.229,0.090,0.139,24
0.523,0.107,0.416,86
0.286,0.170,0.116,25
0.895,0.756,0.139,31
1.039,0.937,0.102,23
0.434,0.354,0.081,21
1.039,0.940,0.099,22
1.299,1.175,0.124,27
0.638,0.470,0.168,28
1.152,1.054,0.099,18
0.983,0.842,0.141,26
0.872,0.791,0.081,28
0.422,0.305,0.117,26
0.444,0.313,0.131,31
1.261,1.148,0.114,21
0.330,0.200,0.131,25
1.126,1.040,0.086,25
0.388,0.252,0.136,22
1.288,1.183,0.105,22
0.309,0.192,0.116,25
1.187,1.065,0.122,24
0.787,0.582,0.205,29
0.461,0.344,0.117,25
0.635,0.535,0.100,26
0.879,0.793,0.086,20
0.355,0.144,0.211,39
0.662,0.547,0.115,20
0.355,0.224,0.131,24
0.872,0.768,0.104,25
1.282,1.165,0.117,27
0.788,0.688,0.100,21
0.535,0.411,0.124,21
0.534,0.451,0.083,23
0.534,0.448,0.086,18
1.011,0.908,0.104,21
0.545,0.451,0.094,27
0.319,0.152,0.167,26
1.370,1.275,0.095,20
0.980,0.899,0.081,17
0.641,0.547,0.095,24
1.157,1.063,0.094,25
1.273,1.144,0.129,25
0.414,0.297,0.117,24
1.076,0.937,0.139,31
1.123,1.017,0.106,19
0.215,0.093,0.122,18
0.199,0.070,0.129,24
0.798,0.702,0.096,29
0.559,0.404,0.154,27
0.746,0.463,0.283,53
1.239,1.160,0.079,19
1.000,0.907,0.093,22
1.249,1.154,0.094,23
0.510,0.359,0.151,29
0.306,0.088,0.218,39
0.563,0.460,0.103,23
0.927,0.817,0.110,26
0.433,0.315,0.119,23
0.672,0.516,0.155,21
1.127,1.011,0.116,25
0.376,0.227,0.150,25
0.890,0.760,0.130,29
1.061,0.956,0.105,24
1.028,0.911,0.117,19
0.812,0.712,0.100,22
0.503,0.413,0.090,24
1.165,1.056,0.109,22
1.259,1.159,0.100,24
1.286,1.180,0.106,25
0.414,0.320,0.094,24
0.279,0.131,0.148,23
0.320,0.198,0.122,20
0.690,0.575,0.116,17
0.465,0.356,0.109,22
0.784,0.688,0.097,20
0.726,0.576,0.149,31
0.741,0.572,0.169,26
1.124,1.029,0.095,24
0.551,0.441,0.110,26
1.024,0.907,0.117,26
0.369,0.108,0.261,49
0.546,0.447,0.099,21
1.126,1.027,0.099,25
0.553,0.453,0.100,26
1.145,1.026,0.118,25
1.121,1.029,0.092,18
1.141,1.044,0.098,21
0.787,0.691,0.096,22
0.237,0.138,0.100,18
1.256,1.156,0.100,23
1.249,1.160,0.089,24
1.224,1.129,0.095,22
0.525,0.429,0.096,27
0.576,0.477,0.100,24
0.179,0.047,0.132,22
