avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.355,0.225,0.130,19
0.340,0.218,0.122,20
0.617,0.540,0.078,15
1.398,1.278,0.119,24
0.755,0.650,0.106,23
1.229,1.136,0.093,22
0.569,0.457,0.111,24
1.234,1.138,0.096,17
0.352,0.134,0.219,37
0.762,0.664,0.098,23
1.119,1.008,0.111,26
0.518,0.254,0.264,52
0.526,0.399,0.127,29
0.517,0.415,0.102,23
0.887,0.762,0.125,19
1.045,0.927,0.118,16
1.372,1.280,0.092,26
0.776,0.672,0.104,15
0.807,0.710,0.097,22
0.483,0.364,0.119,20
0.990,0.839,0.152,26
0.773,0.690,0.083,18
0.739,0.411,0.328,66
0.315,0.197,0.118,24
0.558,0.418,0.140,24
0.506,0.422,0.084,18
0.642,0.530,0.112,27
0.876,0.772,0.104,27
0.423,0.310,0.113,28
0.306,0.059,0.247,54
1.014,0.891,0.123,30
0.776,0.694,0.082,21
0.586,0.468,0.118,21
1.006,0.846,0.160,25
0.996,0.912,0.084,20
0.502,0.410,0.092,21
0.269,0.142,0.126,31
0.898,0.785,0.113,21
0.586,0.472,0.114,22
0.808,0.700,0.109,23
0.286,0.097,0.189,37
0.314,0.200,0.114,16
0.478,0.314,0.165,23
0.722,0.574,0.148,27
0.403,0.309,0.094,24
0.180,0.070,0.110,15
0.678,0.574,0.104,28
0.412,0.336,0.076,18
1.247,1.124,0.122,28
0.897,0.805,0.092,25
1.228,1.146,0.082,23
0.420,0.307,0.113,25
1.424,1.292,0.132,27
0.680,0.570,0.110,26
1.235,1.139,0.096,26
1.234,1.138,0.096,28
1.252,1.138,0.113,24
0.544,0.438,0.105,23
1.052,0.945,0.106,28
1.014,0.933,0.081,23
0.993,0.887,0.106,27
0.900,0.803,0.098,18
0.457,0.330,0.127,26
0.856,0.776,0.080,24
1.000,0.908,0.092,23
0.753,0.657,0.096,21
0.420,0.316,0.104,20
0.429,0.143,0.286,49
0.637,0.544,0.094,24
0.856,0.774,0.083,18
0.305,0.134,0.171,32
0.348,0.197,0.151,21
0.893,0.804,0.089,22
1.013,0.926,0.087,20
0.886,0.775,0.111,22
1.141,1.054,0.087,20
0.665,0.574,0.091,18
0.614,0.529,0.085,20
0.486,0.173,0.314,70
0.203,0.067,0.136,19
0.893,0.808,0.085,16
0.336,0.105,0.231,52
0.672,0.556,0.116,23
1.013,0.920,0.093,23
1.342,1.240,0.102,20
0.512,0.424,0.088,24
1.099,1.006,0.093,30
0.691,0.579,0.112,29
0.307,0.189,0.119,24
0.232,0.111,0.121,23
0.646,0.563,0.083,19
0.348,0.213,0.135,28
0.867,0.771,0.096,27
0.740,0.521,0.219,49
0.560,0.447,0.113,19
0.980,0.900,0.079,26
0.345,0.055,0.291,53
0.353,0.193,0.160,37
0.938,0.792,0.145,24
0.514,0.414,0.100,22
