avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.181,0.051,0.130,31
0.156,0.080,0.076,19
0.175,0.097,0.077,24
0.244,0.137,0.107,32
0.248,0.105,0.143,31
0.192,0.105,0.087,25
0.255,0.139,0.116,32
0.230,0.117,0.113,34
0.230,0.122,0.108,30
0.236,0.101,0.135,29
0.504,0.071,0.433,100
0.248,0.107,0.140,34
0.245,0.130,0.115,37
0.174,0.091,0.083,21
0.126,0.029,0.097,24
0.515,0.073,0.442,98
0.156,0.055,0.102,27
0.205,0.082,0.122,30
0.531,0.058,0.474,99
0.245,0.109,0.136,30
0.210,0.083,0.127,25
0.281,0.161,0.120,37
0.164,0.047,0.117,32
0.261,0.126,0.135,27
0.271,0.095,0.176,27
0.295,0.124,0.171,34
0.315,0.106,0.209,39
0.325,0.067,0.258,65
0.591,0.038,0.553,100
0.306,0.166,0.140,27
0.229,0.102,0.127,22
0.262,0.145,0.117,26
0.245,0.126,0.119,31
0.418,0.060,0.358,82
0.515,0.103,0.412,89
0.259,0.097,0.163,32
0.205,0.093,0.112,26
0.246,0.102,0.143,35
0.197,0.067,0.130,29
0.289,0.137,0.152,32
0.267,0.141,0.126,27
0.286,0.160,0.125,28
0.253,0.130,0.122,35
0.226,0.103,0.123,31
0.154,0.061,0.093,26
0.275,0.030,0.245,60
0.279,0.111,0.168,32
0.212,0.064,0.148,35
0.124,0.016,0.109,33
0.193,0.112,0.080,21
0.462,0.032,0.430,100
0.252,0.147,0.106,27
0.496,0.085,0.411,100
0.278,0.117,0.161,34
0.222,0.131,0.091,23
0.214,0.109,0.105,24
0.305,0.062,0.244,66
0.257,0.154,0.103,30
0.162,0.071,0.091,25
0.226,0.113,0.113,26
0.261,0.108,0.154,33
0.122,0.024,0.097,27
0.162,0.044,0.118,34
0.286,0.142,0.144,37
0.224,0.093,0.131,29
0.208,0.102,0.106,29
0.196,0.082,0.114,30
0.477,0.038,0.439,99
0.234,0.114,0.120,34
0.151,0.044,0.106,31
0.416,0.022,0.395,95
0.485,0.031,0.454,100
0.223,0.051,0.172,49
0.196,0.092,0.104,25
0.273,0.150,0.123,31
0.158,0.075,0.083,27
0.252,0.148,0.104,28
0.271,0.130,0.141,30
0.306,0.067,0.239,62
0.444,0.087,0.357,94
0.248,0.116,0.133,34
0.166,0.080,0.086,24
0.176,0.091,0.085,27
0.226,0.117,0.110,28
0.227,0.123,0.104,25
0.342,0.067,0.275,72
0.265,0.139,0.126,32
0.186,0.074,0.112,29
0.270,0.154,0.116,30
0.245,0.128,0.118,26
0.206,0.078,0.127,30
0.447,0.036,0.411,99
0.215,0.115,0.100,27
0.183,0.032,0.151,33
0.275,0.161,0.113,28
0.262,0.114,0.148,32
0.174,0.057,0.118,26
0.184,0.096,0.088,21
0.494,0.033,0.461,94
0.352,0.032,0.321,81
