avg_time,avg_time_on_pso,avg_time_on_solver,n_bad_status
0.210,0.109,0.101,24
1.259,1.150,0.109,18
0.553,0.405,0.148,25
1.112,1.032,0.081,22
1.047,0.949,0.098,21
0.692,0.572,0.120,25
1.274,1.173,0.101,16
0.558,0.451,0.106,21
0.315,0.092,0.224,43
0.635,0.534,0.101,24
1.118,1.028,0.091,26
0.874,0.784,0.091,24
1.378,1.267,0.111,23
0.449,0.335,0.113,28
0.636,0.489,0.147,26
1.163,1.043,0.120,29
0.416,0.314,0.102,27
0.371,0.252,0.120,29
0.430,0.312,0.118,15
1.130,1.025,0.105,24
0.357,0.202,0.156,20
0.367,0.251,0.116,29
0.755,0.659,0.096,29
0.393,0.299,0.093,23
0.262,0.156,0.106,18
0.789,0.684,0.106,23
0.664,0.571,0.093,20
0.184,0.048,0.136,26
0.235,0.098,0.137,26
1.086,0.947,0.139,25
0.714,0.582,0.131,19
0.382,0.252,0.130,25
0.694,0.583,0.111,22
0.212,0.093,0.119,15
0.878,0.756,0.122,27
0.270,0.191,0.079,18
0.229,0.104,0.125,25
0.913,0.808,0.105,23
0.853,0.767,0.086,25
0.141,0.037,0.104,24
1.031,0.923,0.107,19
1.127,0.762,0.365,74
1.155,1.031,0.125,18
0.184,0.068,0.116,28
0.251,0.137,0.114,23
1.174,0.845,0.329,66
0.726,0.316,0.410,86
0.688,0.576,0.112,17
0.334,0.197,0.137,30
0.555,0.452,0.103,19
0.946,0.825,0.120,29
0.348,0.227,0.122,21
0.473,0.343,0.129,25
1.401,1.280,0.121,24
0.524,0.437,0.087,18
0.938,0.822,0.117,26
0.990,0.906,0.084,21
1.384,1.275,0.109,25
0.449,0.357,0.093,20
0.905,0.813,0.092,22
0.273,0.146,0.127,24
1.279,1.171,0.108,25
0.709,0.577,0.131,17
0.294,0.066,0.228,38
0.929,0.815,0.113,22
0.699,0.466,0.233,46
0.793,0.691,0.102,24
0.792,0.678,0.114,20
0.920,0.801,0.118,27
1.162,1.041,0.122,26
0.283,0.172,0.111,22
0.910,0.786,0.124,24
0.670,0.589,0.081,19
0.541,0.430,0.111,26
0.475,0.337,0.138,24
1.197,1.058,0.139,25
0.469,0.331,0.137,27
1.076,0.956,0.120,27
0.463,0.319,0.144,25
0.321,0.183,0.138,24
0.385,0.252,0.133,16
0.640,0.549,0.091,18
0.425,0.179,0.246,50
0.678,0.574,0.103,22
0.669,0.525,0.144,27
0.647,0.412,0.235,47
0.258,0.135,0.124,22
0.791,0.683,0.109,26
0.306,0.131,0.175,21
0.300,0.179,0.121,17
0.767,0.654,0.113,28
0.659,0.564,0.096,26
0.565,0.434,0.131,21
1.156,1.056,0.100,27
0.388,0.255,0.133,23
1.273,1.149,0.124,21
1.056,0.910,0.146,26
0.570,0.477,0.092,17
0.279,0.151,0.128,19
0.297,0.173,0.124,29
