T, time, time_on_pso, time_on_solver, status
2.722,0.150,0.071,0.079,0
3.314,1.212,0.070,1.142,-5
2.995,1.143,0.070,1.073,-5
3.773,0.125,0.076,0.049,-5
3.729,0.898,0.073,0.825,-5
3.455,0.123,0.077,0.046,0
3.426,0.953,0.101,0.852,-5
2.854,0.131,0.076,0.055,0
3.574,0.908,0.075,0.833,-5
7.325,0.145,0.069,0.076,-5
3.169,0.110,0.070,0.040,0
2.301,0.121,0.069,0.052,0
3.503,0.115,0.069,0.046,0
1.004,0.112,0.069,0.043,0
2.705,0.112,0.069,0.043,0
3.718,0.120,0.069,0.051,0
2.338,0.367,0.069,0.298,-5
3.129,0.111,0.070,0.041,0
7.057,1.076,0.069,1.007,-5
4.109,1.249,0.069,1.180,-5
2.066,0.119,0.074,0.045,0
2.953,0.128,0.073,0.055,0
3.272,0.104,0.073,0.031,0
3.472,1.027,0.073,0.954,-5
4.208,0.150,0.073,0.077,-5
3.729,0.125,0.072,0.053,0
3.934,0.816,0.072,0.744,-5
3.754,1.084,0.073,1.011,-5
3.178,0.658,0.080,0.578,-5
2.664,0.116,0.072,0.044,0
3.623,1.210,0.072,1.138,-5
4.227,1.034,0.077,0.957,-5
3.523,1.569,0.072,1.497,-5
2.723,0.117,0.074,0.043,0
3.432,0.963,0.074,0.889,-5
3.487,0.119,0.070,0.049,0
3.470,1.001,0.070,0.931,-5
3.380,1.380,0.078,1.302,-5
2.348,0.122,0.072,0.050,0
7.395,1.037,0.068,0.969,-5
5.971,0.184,0.070,0.114,-5
3.801,1.323,0.072,1.251,-5
3.685,0.833,0.075,0.758,-5
7.363,0.310,0.069,0.241,-5
3.843,1.082,0.070,1.012,-5
3.277,0.222,0.075,0.147,-5
6.803,0.999,0.069,0.930,-5
3.166,1.017,0.080,0.937,-5
4.201,1.560,0.070,1.490,-5
3.933,0.742,0.072,0.670,-5
3.551,0.864,0.075,0.789,-5
2.963,0.110,0.070,0.040,0
3.012,0.834,0.070,0.764,-5
2.567,0.112,0.070,0.042,0
2.518,0.894,0.072,0.822,-5
4.031,0.893,0.070,0.823,-5
3.462,0.163,0.071,0.092,0
2.568,0.165,0.076,0.089,-5
3.321,1.330,0.075,1.255,-5
7.223,0.190,0.070,0.120,-5
3.756,0.133,0.072,0.061,0
3.267,0.953,0.071,0.882,-5
4.285,1.194,0.070,1.124,-5
1.737,0.120,0.070,0.050,0
3.499,1.226,0.070,1.156,-5
2.735,0.173,0.070,0.103,-5
3.550,1.087,0.070,1.017,-5
3.425,1.099,0.070,1.029,-5
3.819,1.233,0.075,1.158,-5
2.933,0.920,0.074,0.846,-5
7.066,0.107,0.072,0.035,-5
3.854,0.829,0.072,0.757,-5
3.403,0.129,0.075,0.054,0
2.857,0.692,0.073,0.619,-5
2.539,0.127,0.074,0.053,0
7.175,0.221,0.071,0.150,-5
4.165,1.218,0.073,1.145,-5
2.155,0.115,0.072,0.043,0
3.377,1.239,0.072,1.167,-5
4.037,1.007,0.074,0.933,-5
3.824,0.550,0.077,0.473,-5
3.065,0.946,0.076,0.870,-5
3.978,1.046,0.073,0.973,-5
4.017,1.028,0.073,0.955,-5
3.120,0.133,0.072,0.061,0
2.289,0.104,0.072,0.032,0
3.774,0.128,0.072,0.056,0
3.429,0.131,0.071,0.060,-5
3.114,0.859,0.075,0.784,-5
3.717,0.233,0.076,0.157,0
3.232,0.135,0.074,0.061,-5
3.421,0.147,0.080,0.067,0
3.301,0.308,0.077,0.231,-5
3.137,0.136,0.075,0.061,0
3.736,0.110,0.074,0.036,0
3.534,0.121,0.074,0.047,0
3.458,0.112,0.073,0.039,0
3.257,1.144,0.074,1.070,-5
3.576,0.176,0.079,0.097,0
2.680,0.232,0.079,0.153,-5
3.729,0.461,0.081,0.380,0
3.837,0.828,0.077,0.751,-5
4.001,0.987,0.074,0.913,-5
3.521,1.070,0.073,0.997,-5
3.658,1.049,0.081,0.968,-5
6.185,0.213,0.073,0.140,-5
5.632,1.154,0.077,1.077,-5
3.124,0.698,0.075,0.623,-5
3.877,0.393,0.075,0.318,0
3.217,0.221,0.082,0.139,0
3.368,1.223,0.079,1.144,-5
3.067,0.197,0.074,0.123,0
3.424,0.156,0.078,0.078,-5
3.304,1.030,0.079,0.951,-5
7.366,0.153,0.073,0.080,-5
3.722,1.010,0.079,0.931,-5
3.311,0.127,0.077,0.050,0
4.279,0.954,0.073,0.881,-5
3.999,1.005,0.073,0.932,-5
3.204,0.126,0.071,0.055,0
3.959,0.992,0.072,0.920,-5
2.961,0.170,0.074,0.096,0
2.626,0.132,0.076,0.056,0
3.589,0.804,0.073,0.731,-5
3.030,0.109,0.072,0.037,0
3.679,0.854,0.072,0.782,-5
3.713,0.103,0.072,0.031,0
4.034,0.774,0.072,0.702,-5
4.071,0.922,0.072,0.850,-5
4.242,0.140,0.073,0.067,0
4.354,0.139,0.072,0.067,0
3.973,0.960,0.072,0.888,-5
3.782,0.125,0.072,0.053,-5
3.653,0.302,0.072,0.230,-5
3.031,0.981,0.074,0.907,-5
3.984,0.981,0.073,0.908,-5
3.618,1.378,0.072,1.306,-5
3.480,0.956,0.078,0.878,0
2.679,0.117,0.073,0.044,0
7.219,1.130,0.073,1.057,-5
4.268,1.018,0.072,0.946,-5
3.741,0.905,0.072,0.833,-5
3.641,0.284,0.072,0.212,-5
3.053,0.166,0.079,0.087,0
4.367,0.140,0.076,0.064,0
1.965,0.127,0.075,0.052,0
2.862,0.119,0.073,0.046,0
3.626,0.126,0.074,0.052,-5
3.820,0.137,0.074,0.063,-5
6.732,1.136,0.074,1.062,-5
2.922,0.133,0.077,0.056,0
4.026,0.876,0.076,0.800,-5
7.399,1.316,0.078,1.238,-5
4.143,1.002,0.074,0.928,-5
2.561,0.479,0.079,0.400,0
2.495,0.135,0.074,0.061,0
2.776,0.214,0.080,0.134,0
2.409,0.170,0.081,0.089,0
3.290,1.019,0.076,0.943,-5
3.419,0.118,0.079,0.039,0
3.431,0.189,0.074,0.115,-5
2.683,0.222,0.074,0.148,-5
3.406,1.254,0.075,1.179,-5
3.111,0.135,0.076,0.059,0
5.732,1.594,0.083,1.511,-5
3.353,1.454,0.072,1.382,-5
3.707,0.113,0.072,0.041,0
4.217,0.983,0.075,0.908,-5
3.752,0.925,0.075,0.850,-5
2.926,0.117,0.076,0.041,0
3.391,1.212,0.075,1.137,-5
3.407,0.904,0.072,0.832,-5
4.018,1.437,0.080,1.357,-5
4.285,0.986,0.082,0.904,-5
3.575,1.237,0.074,1.163,-5
3.681,1.361,0.074,1.287,-5
7.181,0.210,0.073,0.137,-5
3.606,0.855,0.073,0.782,-5
4.320,0.918,0.071,0.847,-5
2.456,0.114,0.072,0.042,0
3.281,0.929,0.072,0.857,-5
3.719,1.256,0.076,1.180,-5
3.954,1.237,0.073,1.164,-5
6.402,0.935,0.077,0.858,-5
3.703,0.799,0.077,0.722,-5
3.239,0.986,0.075,0.911,-5
1.571,0.310,0.072,0.238,-5
3.920,1.055,0.072,0.983,-5
3.791,1.189,0.080,1.109,-5
3.910,0.992,0.072,0.920,-5
3.371,0.122,0.072,0.050,-5
4.019,0.897,0.076,0.821,-5
3.223,1.353,0.072,1.281,-5
3.645,1.084,0.078,1.006,-5
3.212,0.116,0.072,0.044,0
3.298,0.153,0.073,0.080,0
3.476,1.084,0.078,1.006,-5
3.802,1.075,0.071,1.004,-5
4.026,1.461,0.078,1.383,-5
3.337,0.155,0.073,0.082,-5
2.544,0.112,0.074,0.038,0
3.311,0.126,0.071,0.055,0
2.678,0.897,0.071,0.826,-5
3.841,0.657,0.075,0.582,-5
3.039,1.168,0.074,1.094,-5
7.362,0.140,0.072,0.068,-5
3.524,0.137,0.072,0.065,-5
3.745,1.429,0.071,1.358,-5
3.700,1.069,0.079,0.990,-5
3.089,1.177,0.071,1.106,-5
3.894,0.217,0.070,0.147,-5
3.620,0.143,0.070,0.073,-5
3.461,1.180,0.071,1.109,-5
3.543,0.174,0.073,0.101,0
3.954,1.041,0.073,0.968,-5
3.551,0.121,0.072,0.049,0
2.577,0.110,0.070,0.040,0
2.733,0.140,0.071,0.069,-5
4.243,1.090,0.071,1.019,-5
3.747,0.152,0.071,0.081,0
2.968,0.327,0.074,0.253,-5
3.143,0.164,0.076,0.088,0
4.502,1.229,0.086,1.143,-5
3.447,0.316,0.074,0.242,0
3.290,0.122,0.072,0.050,0
3.457,1.009,0.074,0.935,-5
2.725,0.110,0.073,0.037,0
3.816,1.090,0.072,1.018,-5
2.164,0.161,0.080,0.081,0
4.087,1.270,0.079,1.191,-5
3.622,1.121,0.074,1.047,-5
4.278,1.304,0.071,1.233,-5
3.572,1.090,0.076,1.014,-5
5.966,0.132,0.070,0.062,-5
3.541,1.005,0.070,0.935,-5
4.195,1.114,0.072,1.042,-5
4.009,0.132,0.072,0.060,-5
3.907,0.216,0.071,0.145,0
7.292,1.244,0.078,1.166,-5
3.591,1.002,0.072,0.930,-5
6.046,0.204,0.075,0.129,-5
3.275,1.279,0.078,1.201,-5
7.376,0.220,0.071,0.149,-5
3.388,1.086,0.077,1.009,-5
4.084,0.136,0.071,0.065,0
4.238,0.508,0.071,0.437,-5
1.902,0.148,0.075,0.073,0
3.142,0.176,0.075,0.101,0
3.148,1.336,0.073,1.263,-5
7.303,0.284,0.072,0.212,-5
3.603,1.288,0.073,1.215,-5
3.578,0.892,0.074,0.818,-5
3.201,1.009,0.074,0.935,-5
2.949,0.115,0.072,0.043,0
7.285,1.273,0.071,1.202,-5
3.172,0.272,0.075,0.197,0
3.550,1.117,0.073,1.044,-5
3.954,0.165,0.072,0.093,-5
3.532,1.050,0.072,0.978,-5
2.926,0.121,0.075,0.046,0
7.286,1.066,0.073,0.993,-5
3.118,0.379,0.076,0.303,-5
2.816,0.545,0.081,0.464,-5
5.925,1.283,0.073,1.210,-5
4.074,1.260,0.072,1.188,-5
4.219,1.387,0.083,1.304,-5
3.866,0.866,0.075,0.791,-5
3.669,0.818,0.072,0.746,-5
3.304,0.948,0.074,0.874,0
3.578,0.132,0.074,0.058,0
3.319,0.158,0.074,0.084,0
4.157,0.822,0.073,0.749,-5
3.025,0.112,0.073,0.039,0
2.210,0.315,0.072,0.243,-5
2.494,0.107,0.072,0.035,0
3.021,0.101,0.072,0.029,0
2.608,0.196,0.074,0.122,-5
3.880,0.329,0.077,0.252,-5
3.773,0.141,0.078,0.063,0
3.446,0.190,0.078,0.112,0
2.962,0.372,0.078,0.294,-5
4.054,1.156,0.078,1.078,-5
3.722,1.122,0.076,1.046,-5
4.262,0.199,0.073,0.126,0
4.405,0.219,0.078,0.141,-5
3.669,1.402,0.079,1.323,-5
3.934,0.135,0.077,0.058,-5
3.987,0.297,0.075,0.222,-5
4.281,1.152,0.074,1.078,-5
4.097,1.540,0.080,1.460,-5
3.964,0.911,0.078,0.833,-5
3.064,0.306,0.074,0.232,-5
3.242,1.104,0.074,1.030,-5
3.258,0.136,0.075,0.061,-5
7.063,0.546,0.076,0.470,-5
3.628,0.131,0.074,0.057,-5
4.405,0.994,0.075,0.919,-5
3.387,1.060,0.079,0.981,-5
4.348,1.004,0.075,0.929,-5
6.241,1.027,0.078,0.949,-5
3.262,1.119,0.074,1.045,-5
3.477,0.152,0.084,0.068,0
4.041,1.103,0.080,1.023,-5
3.591,0.107,0.075,0.032,0
3.820,0.130,0.074,0.056,0
3.546,0.143,0.074,0.069,-5
7.139,1.266,0.072,1.194,-5
4.304,1.271,0.074,1.197,-5
3.780,0.251,0.075,0.176,0
2.953,1.177,0.074,1.103,-5
3.658,1.078,0.082,0.996,-5
3.592,0.752,0.073,0.679,-5
4.184,0.878,0.072,0.806,-5
2.671,0.137,0.083,0.054,0
3.520,0.310,0.073,0.237,-5
2.207,0.123,0.074,0.049,0
3.328,1.161,0.074,1.087,-5
3.379,0.977,0.072,0.905,-5
2.796,0.172,0.071,0.101,0
4.243,1.320,0.071,1.249,-5
3.463,0.973,0.073,0.900,-5
3.337,0.987,0.074,0.913,-5
6.036,0.236,0.072,0.164,-5
3.813,0.859,0.082,0.777,-5
2.375,0.275,0.076,0.199,-5
3.829,0.975,0.073,0.902,-5
3.083,1.156,0.079,1.077,-5
3.628,1.097,0.079,1.018,-5
3.248,0.750,0.076,0.674,-5
2.916,0.131,0.078,0.053,0
4.030,1.209,0.078,1.131,-5
2.052,0.182,0.073,0.109,-5
6.117,0.740,0.072,0.668,-5
3.262,0.244,0.071,0.173,0
5.897,0.130,0.070,0.060,-5
3.792,0.793,0.071,0.722,-5
3.097,0.152,0.075,0.077,0
2.620,0.117,0.071,0.046,0
3.531,0.136,0.073,0.063,0
3.621,1.291,0.074,1.217,-5
3.839,0.859,0.076,0.783,-5
3.632,1.042,0.071,0.971,-5
3.682,0.270,0.072,0.198,0
3.233,0.122,0.071,0.051,0
3.036,1.249,0.075,1.174,-5
3.115,0.139,0.074,0.065,0
3.012,0.134,0.072,0.062,0
3.232,1.242,0.084,1.158,-5
3.631,1.143,0.076,1.067,-5
3.218,1.389,0.075,1.314,-5
4.287,0.145,0.074,0.071,0
3.419,0.143,0.077,0.066,-5
4.167,1.062,0.074,0.988,-5
3.554,0.552,0.073,0.479,0
3.431,1.011,0.078,0.933,-5
3.719,1.478,0.078,1.400,-5
4.049,0.958,0.076,0.882,-5
2.027,0.116,0.074,0.042,0
3.601,1.251,0.072,1.179,-5
3.851,1.028,0.079,0.949,-5
3.763,0.168,0.075,0.093,0
3.612,0.158,0.074,0.084,0
3.435,0.130,0.074,0.056,0
3.955,0.804,0.075,0.729,-5
3.610,1.101,0.080,1.021,-5
3.346,0.118,0.075,0.043,0
3.322,0.949,0.074,0.875,-5
4.310,0.981,0.074,0.907,-5
3.569,1.204,0.074,1.130,-5
7.502,0.214,0.078,0.136,-5
3.306,0.125,0.074,0.051,0
3.332,0.127,0.076,0.051,0
4.068,1.074,0.076,0.998,-5
3.117,0.185,0.080,0.105,-5
3.721,1.148,0.081,1.067,-5
6.867,0.464,0.071,0.393,-5
3.476,0.301,0.072,0.229,-5
3.953,1.211,0.073,1.138,-5
3.264,1.271,0.078,1.193,-5
3.134,0.208,0.076,0.132,0
4.314,0.960,0.079,0.881,-5
3.301,0.168,0.079,0.089,0
3.486,1.153,0.077,1.076,-5
3.281,1.142,0.074,1.068,-5
3.441,1.073,0.076,0.997,-5
2.177,0.130,0.076,0.054,0
3.333,0.121,0.075,0.046,-5
4.078,0.798,0.073,0.725,-5
5.815,0.136,0.071,0.065,-5
3.463,0.930,0.072,0.858,-5
5.570,1.051,0.070,0.981,-5
3.413,0.183,0.071,0.112,0
3.822,0.834,0.070,0.764,-5
3.876,0.744,0.071,0.673,-5
3.671,0.180,0.071,0.109,-5
4.156,0.969,0.070,0.899,-5
3.971,0.773,0.071,0.702,-5
7.158,0.373,0.069,0.304,-5
2.913,0.109,0.071,0.038,0
2.447,0.313,0.070,0.243,-5
2.425,0.110,0.071,0.039,0
3.297,1.131,0.070,1.061,-5
2.645,0.310,0.070,0.240,-5
3.235,0.824,0.070,0.754,-5
3.082,1.799,0.077,1.722,-5
3.309,0.906,0.071,0.835,-5
3.348,0.164,0.071,0.093,-5
7.304,0.130,0.070,0.060,-5
3.354,0.118,0.071,0.047,-5
2.956,0.819,0.071,0.748,-5
3.438,0.931,0.071,0.860,-5
2.782,0.687,0.072,0.615,-5
3.603,0.133,0.071,0.062,-5
6.196,1.121,0.071,1.050,-5
3.257,0.179,0.071,0.108,-5
3.227,0.158,0.074,0.084,0
4.032,1.059,0.076,0.983,-5
4.591,1.524,0.077,1.447,-5
7.437,1.126,0.072,1.054,-5
3.310,0.131,0.079,0.052,0
2.978,0.132,0.077,0.055,0
3.440,0.978,0.077,0.901,-5
3.296,0.152,0.077,0.075,-5
3.692,1.081,0.075,1.006,-5
4.263,0.129,0.071,0.058,-5
3.633,0.123,0.071,0.052,0
3.061,0.118,0.071,0.047,0
3.126,0.183,0.071,0.112,-5
4.048,0.558,0.076,0.482,0
3.162,0.145,0.079,0.066,0
4.125,0.258,0.080,0.178,-5
2.937,1.180,0.084,1.096,-5
3.513,0.121,0.076,0.045,0
3.283,1.121,0.077,1.044,-5
4.033,0.414,0.082,0.332,-5
2.411,0.163,0.075,0.088,0
5.930,0.164,0.075,0.089,-5
3.479,0.106,0.074,0.032,0
3.483,0.206,0.080,0.126,0
3.404,1.878,0.077,1.801,-5
2.981,0.119,0.076,0.043,-5
4.333,0.810,0.075,0.735,-5
3.447,0.109,0.073,0.036,0
3.567,0.124,0.073,0.051,0
3.346,0.869,0.073,0.796,-5
3.796,0.841,0.074,0.767,-5
3.461,0.111,0.073,0.038,0
2.918,0.217,0.070,0.147,-5
2.175,0.119,0.072,0.047,0
3.094,0.660,0.078,0.582,-5
3.495,0.845,0.076,0.769,-5
3.659,0.355,0.077,0.278,0
3.185,0.274,0.074,0.200,0
3.135,1.090,0.073,1.017,-5
3.213,0.163,0.080,0.083,-5
3.756,1.191,0.075,1.116,-5
3.727,0.125,0.076,0.049,0
4.433,1.159,0.075,1.084,-5
3.037,1.146,0.075,1.071,-5
3.869,0.159,0.080,0.079,-5
3.506,0.750,0.079,0.671,0
3.341,1.196,0.083,1.113,-5
2.434,0.164,0.074,0.090,-5
3.697,0.141,0.077,0.064,0
7.140,1.278,0.072,1.206,-5
3.391,0.223,0.084,0.139,-5
3.606,1.275,0.079,1.196,-5
7.365,1.017,0.073,0.944,-5
3.047,0.115,0.073,0.042,0
3.743,1.035,0.096,0.939,-5
3.299,0.114,0.072,0.042,0
6.236,1.052,0.071,0.981,-5
3.058,0.966,0.073,0.893,-5
3.385,0.113,0.072,0.041,0
4.123,1.215,0.072,1.143,-5
3.025,1.035,0.072,0.963,-5
4.436,1.087,0.072,1.015,-5
3.642,1.200,0.073,1.127,-5
4.460,0.961,0.073,0.888,-5
3.324,0.178,0.073,0.105,0
2.457,0.157,0.077,0.080,0
3.555,0.187,0.083,0.104,-5
3.843,0.918,0.074,0.844,-5
2.643,0.176,0.080,0.096,0
2.958,1.448,0.085,1.363,-5
2.437,0.186,0.081,0.105,0
2.200,0.437,0.079,0.358,-5
7.226,0.674,0.077,0.597,-5
4.119,0.787,0.074,0.713,-5
3.737,0.706,0.073,0.633,-5
2.887,0.117,0.074,0.043,0
3.418,0.850,0.073,0.777,-5
3.034,0.109,0.074,0.035,0
3.870,0.120,0.073,0.047,0
4.217,0.942,0.075,0.867,-5
3.211,0.934,0.076,0.858,-5
3.961,0.978,0.074,0.904,-5
2.968,0.893,0.074,0.819,-5
7.359,0.774,0.072,0.702,-5
3.336,1.000,0.078,0.922,-5
3.227,1.000,0.077,0.923,-5
4.191,1.122,0.073,1.049,-5
4.280,1.218,0.082,1.136,-5
4.303,1.240,0.077,1.163,-5
3.323,0.838,0.076,0.762,-5
4.056,0.397,0.073,0.324,-5
3.052,0.350,0.111,0.239,0
3.237,0.117,0.075,0.042,0
2.452,0.121,0.074,0.047,0
3.156,0.134,0.076,0.058,0
4.059,0.256,0.072,0.184,0
3.235,0.669,0.075,0.594,-5
3.389,1.096,0.080,1.016,-5
3.980,0.177,0.080,0.097,-5
3.599,1.013,0.082,0.931,-5
3.990,1.219,0.074,1.145,-5
3.181,0.753,0.073,0.680,0
3.416,0.613,0.080,0.533,-5
7.379,0.492,0.072,0.420,-5
3.634,0.911,0.073,0.838,-5
3.720,0.157,0.073,0.084,-5
3.912,0.733,0.073,0.660,-5
3.342,1.327,0.073,1.254,-5
2.448,0.160,0.087,0.073,0
3.943,0.126,0.074,0.052,0
2.871,0.109,0.072,0.037,0
3.249,0.268,0.072,0.196,0
3.563,1.428,0.072,1.356,-5
4.059,1.183,0.072,1.111,-5
3.827,0.120,0.078,0.042,0
3.114,1.158,0.073,1.085,-5
3.558,0.739,0.073,0.666,-5
2.998,0.940,0.073,0.867,-5
2.439,0.396,0.072,0.324,0
2.671,0.627,0.072,0.555,-5
3.965,0.778,0.072,0.706,-5
3.136,0.115,0.072,0.043,0
3.689,1.094,0.071,1.023,-5
3.310,0.121,0.072,0.049,0
2.759,0.132,0.072,0.060,0
4.027,1.084,0.070,1.014,-5
3.534,0.116,0.074,0.042,0
3.686,1.236,0.076,1.160,-5
7.318,1.137,0.072,1.065,-5
4.496,0.205,0.071,0.134,-5
3.254,0.209,0.072,0.137,-5
2.446,0.109,0.071,0.038,0
7.336,1.166,0.068,1.098,-5
3.307,0.892,0.079,0.813,-5
3.879,1.037,0.073,0.964,-5
3.242,0.111,0.072,0.039,-5
4.510,1.151,0.070,1.081,-5
3.466,0.911,0.071,0.840,-5
2.961,0.101,0.072,0.029,0
3.184,1.142,0.071,1.071,-5
3.381,0.765,0.073,0.692,-5
3.203,0.117,0.071,0.046,-5
3.559,0.101,0.072,0.029,0
3.660,0.113,0.071,0.042,0
3.073,0.118,0.071,0.047,0
3.742,0.926,0.071,0.855,-5
3.514,0.935,0.072,0.863,-5
7.407,0.835,0.069,0.766,-5
3.034,0.122,0.071,0.051,0
3.769,0.976,0.071,0.905,-5
3.593,0.537,0.071,0.466,0
3.670,0.141,0.078,0.063,0
2.665,0.144,0.074,0.070,0
3.646,0.118,0.072,0.046,0
3.185,0.738,0.075,0.663,-5
3.275,1.399,0.072,1.327,-5
4.109,1.533,0.079,1.454,-5
2.562,0.808,0.073,0.735,-5
2.873,0.420,0.073,0.347,-5
2.327,0.126,0.073,0.053,0
3.750,0.922,0.072,0.850,-5
7.366,0.263,0.072,0.191,-5
2.748,0.109,0.073,0.036,0
3.058,0.241,0.072,0.169,0
3.618,1.309,0.076,1.233,-5
3.134,0.127,0.074,0.053,0
3.569,0.147,0.079,0.068,0
3.374,0.944,0.078,0.866,-5
3.073,0.121,0.072,0.049,0
4.187,0.773,0.072,0.701,-5
7.386,0.288,0.072,0.216,-5
7.380,1.003,0.076,0.927,-5
2.180,0.104,0.072,0.032,0
7.289,0.337,0.073,0.264,-5
3.635,0.235,0.075,0.160,-5
2.261,0.141,0.075,0.066,0
3.135,0.951,0.072,0.879,-5
3.503,0.117,0.073,0.044,0
2.493,0.112,0.072,0.040,0
3.692,0.962,0.072,0.890,-5
3.545,0.915,0.076,0.839,-5
2.461,0.304,0.074,0.230,-5
3.398,0.932,0.074,0.858,-5
3.874,0.134,0.072,0.062,0
2.751,0.172,0.083,0.089,0
3.097,0.674,0.078,0.596,-5
3.499,0.146,0.072,0.074,-5
2.905,0.578,0.073,0.505,-5
3.735,0.869,0.072,0.797,-5
3.484,0.120,0.072,0.048,0
7.327,0.318,0.072,0.246,-5
3.818,1.135,0.078,1.057,-5
3.661,0.114,0.072,0.042,0
3.029,0.133,0.074,0.059,0
3.103,0.120,0.072,0.048,0
2.349,0.237,0.073,0.164,0
3.007,1.020,0.073,0.947,-5
2.787,0.909,0.072,0.837,-5
3.498,0.128,0.072,0.056,0
3.106,0.121,0.072,0.049,0
3.121,1.019,0.072,0.947,-5
7.420,0.208,0.071,0.137,-5
3.188,1.230,0.075,1.155,-5
5.474,1.137,0.081,1.056,-5
2.935,0.123,0.072,0.051,0
3.568,1.185,0.072,1.113,-5
7.076,1.220,0.073,1.147,-5
2.907,0.136,0.073,0.063,0
3.320,0.111,0.072,0.039,0
2.555,0.132,0.072,0.060,0
3.470,1.252,0.073,1.179,-5
6.121,0.452,0.074,0.378,-5
3.227,0.112,0.072,0.040,0
3.398,0.250,0.072,0.178,-5
4.076,0.958,0.075,0.883,-5
3.838,0.700,0.078,0.622,-5
3.472,1.077,0.072,1.005,-5
4.305,1.063,0.072,0.991,-5
3.712,0.125,0.073,0.052,-5
3.627,1.026,0.073,0.953,-5
3.548,0.297,0.072,0.225,-5
3.082,0.260,0.077,0.183,0
3.800,1.252,0.074,1.178,-5
3.395,0.236,0.078,0.158,0
4.166,0.969,0.072,0.897,-5
3.231,0.475,0.077,0.398,-5
3.044,0.119,0.074,0.045,0
2.940,0.115,0.076,0.039,0
3.700,0.112,0.075,0.037,0
7.107,0.966,0.071,0.895,-5
7.319,0.967,0.070,0.897,-5
2.711,0.531,0.072,0.459,-5
2.300,0.173,0.079,0.094,0
3.133,0.130,0.073,0.057,0
3.274,1.089,0.072,1.017,-5
3.297,0.126,0.078,0.048,0
6.433,1.066,0.072,0.994,-5
7.300,1.544,0.077,1.467,-5
4.116,1.518,0.076,1.442,-5
4.000,1.443,0.076,1.367,-5
4.406,1.299,0.077,1.222,-5
2.607,0.270,0.078,0.192,0
3.498,0.149,0.075,0.074,-5
6.474,1.312,0.074,1.238,-5
3.471,0.541,0.086,0.455,-5
3.430,0.842,0.073,0.769,-5
7.279,1.153,0.070,1.083,-5
3.293,0.872,0.072,0.800,-5
3.303,0.141,0.071,0.070,-5
3.210,0.289,0.075,0.214,0
7.365,0.987,0.073,0.914,-5
2.700,0.107,0.072,0.035,0
2.777,1.066,0.071,0.995,-5
3.820,1.239,0.079,1.160,-5
3.250,0.158,0.071,0.087,-5
2.427,0.260,0.070,0.190,-5
3.025,0.106,0.070,0.036,0
3.628,0.124,0.071,0.053,0
3.884,0.283,0.070,0.213,0
7.278,1.090,0.070,1.020,-5
3.180,0.905,0.076,0.829,-5
3.036,0.114,0.071,0.043,0
3.557,0.178,0.092,0.086,-5
3.264,0.122,0.073,0.049,0
3.003,0.168,0.070,0.098,0
3.235,0.156,0.072,0.084,0
3.936,1.312,0.074,1.238,-5
2.637,0.145,0.071,0.074,-5
3.985,1.031,0.072,0.959,-5
3.335,0.152,0.075,0.077,0
3.372,0.973,0.071,0.902,-5
3.292,0.114,0.070,0.044,0
3.107,0.126,0.070,0.056,-5
3.441,1.068,0.071,0.997,-5
3.816,1.303,0.071,1.232,-5
2.731,0.130,0.072,0.058,0
6.207,0.115,0.071,0.044,-5
3.501,0.116,0.071,0.045,0
3.036,0.967,0.071,0.896,-5
3.195,0.486,0.071,0.415,0
3.739,0.924,0.071,0.853,-5
3.265,1.078,0.073,1.005,-5
3.348,0.104,0.072,0.032,0
7.278,0.572,0.070,0.502,-5
2.445,0.142,0.070,0.072,0
3.939,0.126,0.073,0.053,0
3.872,0.820,0.073,0.747,-5
3.317,1.177,0.070,1.107,-5
2.906,0.116,0.072,0.044,0
4.363,0.470,0.070,0.400,-5
3.476,1.160,0.070,1.090,-5
3.322,0.250,0.070,0.180,0
3.972,0.114,0.070,0.044,-5
3.932,0.148,0.072,0.076,-5
7.117,0.981,0.070,0.911,-5
3.986,1.288,0.070,1.218,-5
3.105,0.109,0.071,0.038,-5
3.345,0.145,0.070,0.075,-5
3.017,0.134,0.073,0.061,0
2.978,0.131,0.075,0.056,0
3.386,1.161,0.074,1.087,-5
3.569,0.965,0.071,0.894,-5
3.092,0.316,0.081,0.235,0
4.325,1.924,0.098,1.826,-5
3.421,0.150,0.073,0.077,0
3.203,0.122,0.073,0.049,-5
3.407,1.138,0.071,1.067,-5
3.259,0.206,0.072,0.134,0
3.128,1.071,0.071,1.000,-5
3.026,0.150,0.076,0.074,0
2.343,0.159,0.078,0.081,-5
3.866,0.868,0.072,0.796,-5
3.119,0.112,0.071,0.041,0
3.501,1.060,0.071,0.989,-5
7.228,1.271,0.073,1.198,-5
3.281,1.033,0.074,0.959,-5
3.140,0.104,0.073,0.031,0
3.427,0.949,0.075,0.874,-5
3.647,0.129,0.075,0.054,0
3.754,1.043,0.072,0.971,-5
3.920,0.853,0.074,0.779,-5
3.770,1.130,0.073,1.057,-5
3.483,0.115,0.072,0.043,0
3.766,0.900,0.073,0.827,-5
2.995,0.163,0.081,0.082,0
3.358,0.116,0.074,0.042,0
3.467,0.118,0.073,0.045,0
3.117,0.982,0.073,0.909,-5
2.944,0.951,0.072,0.879,-5
3.178,0.834,0.073,0.761,-5
3.703,0.510,0.072,0.438,0
3.200,0.955,0.072,0.883,-5
2.911,0.167,0.076,0.091,0
