T, time, time_on_pso, time_on_solver, status
3.149,1.156,0.084,1.072,-5
3.578,0.954,0.082,0.872,-5
2.852,0.156,0.083,0.073,0
3.388,0.121,0.083,0.038,0
3.640,0.131,0.082,0.049,-5
3.380,1.041,0.101,0.940,-5
2.261,0.116,0.082,0.034,0
3.386,1.461,0.082,1.379,-5
3.143,1.302,0.088,1.214,-5
3.077,0.577,0.088,0.489,-5
3.461,0.124,0.083,0.041,0
3.505,0.130,0.080,0.050,-5
3.379,0.223,0.081,0.142,-5
2.922,0.650,0.087,0.563,-5
3.996,1.414,0.093,1.321,-5
4.088,1.539,0.087,1.452,-5
3.564,1.172,0.088,1.084,-5
2.359,0.158,0.087,0.071,0
4.020,1.487,0.104,1.383,-5
2.459,0.118,0.083,0.035,0
3.147,1.273,0.080,1.193,-5
4.102,0.613,0.089,0.524,-5
3.703,0.172,0.083,0.089,0
3.744,1.095,0.084,1.011,0
3.345,0.127,0.084,0.043,0
3.337,1.115,0.083,1.032,-5
3.433,1.056,0.083,0.973,-5
3.777,0.260,0.084,0.176,0
3.656,1.291,0.084,1.207,-5
3.739,1.462,0.082,1.380,-5
3.856,1.506,0.085,1.421,-5
2.875,0.143,0.094,0.049,0
3.795,1.353,0.089,1.264,-5
2.490,0.145,0.087,0.058,0
4.011,2.096,0.087,2.009,-5
3.404,1.330,0.101,1.229,-5
3.743,1.547,0.089,1.458,-5
3.358,1.022,0.091,0.931,-5
2.903,0.124,0.082,0.042,0
3.187,1.361,0.082,1.279,-5
3.445,0.148,0.083,0.065,0
3.498,0.140,0.084,0.056,0
2.987,0.262,0.081,0.181,0
3.733,0.484,0.089,0.395,-5
3.349,0.130,0.084,0.046,0
2.656,0.230,0.084,0.146,-5
2.431,0.124,0.084,0.040,0
3.456,1.394,0.085,1.309,-5
3.507,1.450,0.079,1.371,-5
3.801,1.223,0.091,1.132,-5
3.200,1.903,0.103,1.800,-5
3.675,0.166,0.093,0.073,0
3.950,1.811,0.084,1.727,-5
3.255,0.204,0.082,0.122,0
4.034,1.133,0.086,1.047,-5
3.724,1.637,0.083,1.554,-5
3.312,0.126,0.082,0.044,0
3.030,0.122,0.082,0.040,0
2.729,0.167,0.082,0.085,0
3.253,1.279,0.086,1.193,-5
3.423,0.110,0.081,0.029,0
2.250,0.281,0.080,0.201,-5
4.292,1.269,0.080,1.189,-5
3.018,0.389,0.081,0.308,-5
3.623,0.156,0.087,0.069,0
2.159,0.348,0.080,0.268,0
3.801,0.143,0.090,0.053,-5
3.104,0.121,0.082,0.039,0
3.626,1.197,0.081,1.116,-5
3.599,1.273,0.085,1.188,-5
2.941,0.126,0.084,0.042,0
3.330,0.154,0.083,0.071,-5
3.345,0.131,0.081,0.050,0
2.797,0.118,0.081,0.037,0
3.424,0.115,0.081,0.034,0
3.378,0.134,0.079,0.055,-5
3.693,0.847,0.080,0.767,-5
2.631,0.147,0.083,0.064,0
2.791,0.166,0.090,0.076,0
3.294,0.186,0.085,0.101,0
3.229,1.021,0.086,0.935,-5
3.394,1.171,0.092,1.079,-5
3.727,0.174,0.084,0.090,-5
3.749,1.295,0.087,1.208,-5
3.606,1.190,0.087,1.103,-5
2.385,0.129,0.081,0.048,0
3.514,0.148,0.080,0.068,0
4.082,1.138,0.080,1.058,-5
3.551,0.971,0.080,0.891,-5
3.997,0.769,0.081,0.688,-5
4.220,0.130,0.087,0.043,0
3.920,1.399,0.082,1.317,-5
2.542,0.131,0.088,0.043,0
3.355,0.234,0.083,0.151,0
3.559,0.188,0.082,0.106,-5
3.659,0.119,0.081,0.038,0
2.928,1.156,0.080,1.076,-5
3.247,0.401,0.081,0.320,0
3.745,0.174,0.086,0.088,0
2.851,0.119,0.085,0.034,0
4.003,1.381,0.094,1.287,-5
3.361,1.369,0.082,1.287,-5
3.343,0.205,0.087,0.118,-5
3.590,1.241,0.082,1.159,-5
3.469,0.152,0.086,0.066,-5
3.808,1.200,0.085,1.115,-5
3.211,1.404,0.089,1.315,-5
2.835,0.366,0.090,0.276,0
2.801,0.152,0.093,0.059,0
3.307,0.215,0.092,0.123,0
3.322,1.441,0.095,1.346,-5
3.132,0.149,0.089,0.060,0
3.785,1.787,0.089,1.698,-5
3.706,1.338,0.089,1.249,-5
3.274,1.312,0.094,1.218,-5
2.491,0.207,0.085,0.122,-5
2.994,0.121,0.085,0.036,0
2.597,0.118,0.084,0.034,0
3.676,1.273,0.083,1.190,-5
3.223,0.130,0.091,0.039,0
3.209,1.032,0.088,0.944,-5
3.206,0.139,0.090,0.049,0
2.643,0.150,0.087,0.063,0
3.413,1.309,0.086,1.223,-5
2.593,0.290,0.083,0.207,-5
3.329,1.397,0.083,1.314,-5
3.574,2.051,0.090,1.961,-5
2.681,0.150,0.090,0.060,0
3.331,0.305,0.090,0.215,0
3.276,0.264,0.090,0.174,-5
4.397,1.679,0.092,1.587,-5
4.086,2.216,0.089,2.127,-5
3.566,0.182,0.098,0.084,-5
3.533,1.225,0.090,1.135,-5
1.788,0.249,0.085,0.164,-5
4.059,1.189,0.084,1.105,-5
3.261,0.290,0.086,0.204,-5
4.261,1.067,0.087,0.980,-5
3.446,1.165,0.084,1.081,-5
4.363,1.155,0.084,1.071,-5
3.307,0.357,0.085,0.272,-5
3.956,1.885,0.090,1.795,-5
3.644,1.509,0.089,1.420,-5
3.393,0.134,0.088,0.046,0
4.102,1.453,0.088,1.365,-5
2.673,0.486,0.090,0.396,-5
3.708,1.288,0.096,1.192,-5
3.131,1.154,0.084,1.070,-5
3.124,0.127,0.083,0.044,0
2.934,0.169,0.082,0.087,-5
4.342,1.028,0.091,0.937,-5
3.527,1.444,0.087,1.357,-5
3.209,0.160,0.083,0.077,-5
4.103,1.381,0.082,1.299,-5
2.050,0.142,0.085,0.057,0
2.324,0.132,0.085,0.047,0
3.307,0.178,0.089,0.089,-5
3.520,1.232,0.090,1.142,-5
2.445,0.152,0.088,0.064,0
3.161,0.158,0.085,0.073,0
3.823,1.289,0.091,1.198,-5
4.280,1.611,0.085,1.526,-5
3.489,0.197,0.084,0.113,0
3.034,0.892,0.085,0.807,-5
3.099,1.024,0.088,0.936,-5
3.303,1.326,0.083,1.243,-5
2.961,0.162,0.084,0.078,0
2.665,1.350,0.089,1.261,-5
3.852,0.278,0.084,0.194,-5
3.454,1.743,0.089,1.654,-5
3.596,0.966,0.086,0.880,-5
3.457,0.116,0.084,0.032,0
3.525,0.138,0.084,0.054,-5
3.362,0.407,0.083,0.324,-5
2.018,0.366,0.085,0.281,0
2.999,0.381,0.090,0.291,0
4.322,1.932,0.093,1.839,-5
3.479,0.138,0.087,0.051,0
3.640,1.684,0.087,1.597,-5
3.918,1.647,0.116,1.531,-5
3.114,1.371,0.084,1.287,-5
3.796,1.310,0.082,1.228,-5
2.950,0.121,0.082,0.039,0
2.217,0.131,0.082,0.049,0
3.286,0.226,0.088,0.138,0
2.902,1.080,0.082,0.998,-5
2.740,1.188,0.082,1.106,-5
3.492,1.393,0.084,1.309,-5
3.582,1.317,0.094,1.223,-5
2.398,0.137,0.082,0.055,0
3.368,0.962,0.093,0.869,-5
4.324,0.117,0.082,0.035,0
3.448,0.128,0.083,0.045,-5
3.811,0.975,0.084,0.891,-5
3.368,0.182,0.085,0.097,0
3.413,1.293,0.090,1.203,-5
4.299,1.033,0.084,0.949,-5
3.242,0.285,0.083,0.202,-5
4.213,1.439,0.084,1.355,-5
4.235,1.087,0.085,1.002,-5
4.096,1.211,0.086,1.125,-5
3.130,0.384,0.087,0.297,-5
3.538,0.316,0.082,0.234,-5
3.306,0.121,0.082,0.039,0
3.031,1.235,0.081,1.154,-5
4.185,1.466,0.081,1.385,-5
3.260,1.116,0.083,1.033,-5
3.549,0.258,0.081,0.177,-5
3.149,0.995,0.082,0.913,-5
2.414,0.132,0.085,0.047,0
3.439,0.167,0.084,0.083,0
3.289,0.150,0.085,0.065,-5
3.689,0.148,0.084,0.064,0
3.887,0.123,0.083,0.040,-5
3.430,1.340,0.084,1.256,-5
2.879,0.120,0.081,0.039,0
2.954,0.121,0.083,0.038,0
2.718,0.122,0.082,0.040,0
3.125,0.280,0.082,0.198,-5
3.268,0.112,0.084,0.028,0
3.224,1.072,0.084,0.988,-5
3.780,0.133,0.083,0.050,0
2.827,0.114,0.088,0.026,0
3.938,0.788,0.084,0.704,-5
3.750,0.938,0.082,0.856,-5
4.175,1.333,0.083,1.250,-5
4.060,0.887,0.082,0.805,-5
3.694,0.128,0.081,0.047,-5
3.471,0.205,0.083,0.122,-5
3.666,1.356,0.091,1.265,-5
3.525,0.128,0.083,0.045,0
3.861,0.542,0.083,0.459,-5
3.284,1.035,0.082,0.953,-5
3.999,1.140,0.082,1.058,-5
3.223,0.141,0.082,0.059,0
3.171,0.924,0.081,0.843,-5
1.542,0.247,0.082,0.165,-5
2.855,0.850,0.082,0.768,-5
3.560,1.075,0.082,0.993,-5
3.037,0.114,0.082,0.032,0
2.664,0.249,0.081,0.168,0
3.746,1.160,0.082,1.078,-5
3.569,1.262,0.081,1.181,-5
3.169,0.117,0.084,0.033,-5
4.210,0.124,0.082,0.042,-5
1.770,0.232,0.081,0.151,-5
3.005,0.440,0.081,0.359,-5
3.329,0.934,0.081,0.853,-5
4.349,1.002,0.081,0.921,-5
3.764,0.145,0.083,0.062,0
3.640,1.432,0.082,1.350,-5
3.785,0.111,0.082,0.029,0
3.677,0.208,0.110,0.098,-5
3.239,2.039,0.096,1.943,-5
3.371,0.144,0.089,0.055,0
3.583,1.061,0.084,0.977,-5
3.355,0.956,0.086,0.870,-5
3.623,1.508,0.091,1.417,-5
3.563,0.805,0.083,0.722,-5
4.309,0.946,0.087,0.859,-5
3.725,1.222,0.086,1.136,-5
3.404,0.879,0.083,0.796,-5
4.125,0.819,0.083,0.736,-5
2.556,0.120,0.082,0.038,0
3.380,0.132,0.081,0.051,-5
3.306,0.862,0.081,0.781,-5
3.222,0.874,0.080,0.794,-5
3.304,1.145,0.081,1.064,-5
3.588,0.792,0.086,0.706,-5
4.497,1.234,0.081,1.153,-5
3.435,1.029,0.091,0.938,-5
3.406,0.990,0.086,0.904,-5
3.608,0.824,0.080,0.744,-5
3.062,0.791,0.080,0.711,-5
3.525,0.874,0.081,0.793,-5
3.315,0.121,0.080,0.041,0
3.430,1.036,0.080,0.956,-5
2.905,0.840,0.080,0.760,-5
2.759,0.115,0.080,0.035,0
2.693,0.116,0.079,0.037,0
3.574,0.985,0.079,0.906,-5
3.803,1.039,0.080,0.959,-5
3.134,1.058,0.090,0.968,-5
0.964,0.127,0.080,0.047,0
3.164,0.958,0.080,0.878,-5
1.992,0.117,0.080,0.037,0
3.261,0.877,0.080,0.797,-5
4.086,0.274,0.081,0.193,-5
4.036,0.804,0.080,0.724,-5
4.140,1.093,0.079,1.014,-5
3.640,0.108,0.080,0.028,0
3.311,0.127,0.079,0.048,0
3.698,1.028,0.079,0.949,-5
3.822,0.462,0.080,0.382,-5
3.381,1.066,0.080,0.986,-5
2.850,0.133,0.079,0.054,0
3.443,1.135,0.079,1.056,-5
3.833,0.114,0.080,0.034,0
4.159,0.891,0.079,0.812,-5
3.697,0.758,0.079,0.679,-5
2.907,0.796,0.080,0.716,-5
3.565,0.120,0.080,0.040,0
3.859,0.115,0.079,0.036,0
3.871,0.769,0.079,0.690,-5
2.939,0.951,0.079,0.872,-5
3.037,0.121,0.079,0.042,0
3.838,0.128,0.079,0.049,-5
3.635,0.968,0.079,0.889,-5
3.550,0.943,0.079,0.864,-5
3.338,0.908,0.079,0.829,-5
3.119,0.377,0.080,0.297,0
3.760,1.097,0.079,1.018,-5
3.742,1.078,0.080,0.998,-5
3.984,0.898,0.080,0.818,-5
3.391,0.812,0.080,0.732,-5
4.101,0.926,0.080,0.846,-5
3.661,0.709,0.079,0.630,-5
3.862,0.794,0.080,0.714,-5
4.274,0.129,0.079,0.050,0
3.367,0.120,0.079,0.041,0
4.142,0.116,0.079,0.037,-5
4.164,0.116,0.079,0.037,0
3.222,0.813,0.079,0.734,-5
2.918,0.813,0.080,0.733,-5
3.109,0.954,0.080,0.874,-5
3.472,0.907,0.079,0.828,-5
2.901,0.511,0.079,0.432,-5
3.458,0.794,0.080,0.714,-5
3.557,0.754,0.079,0.675,-5
3.325,0.932,0.079,0.853,-5
3.517,1.034,0.080,0.954,-5
4.033,1.165,0.079,1.086,-5
4.316,0.997,0.080,0.917,-5
3.290,0.914,0.080,0.834,-5
3.497,0.114,0.079,0.035,0
3.626,0.253,0.080,0.173,-5
3.476,1.066,0.079,0.987,-5
2.742,0.121,0.080,0.041,0
3.349,0.797,0.079,0.718,-5
4.167,1.074,0.083,0.991,-5
3.355,0.876,0.080,0.796,-5
3.781,1.080,0.079,1.001,-5
3.579,1.165,0.079,1.086,-5
3.214,0.922,0.080,0.842,-5
3.687,0.832,0.079,0.753,-5
3.182,0.353,0.080,0.273,0
3.346,0.354,0.079,0.275,-5
3.129,1.073,0.079,0.994,-5
2.966,0.159,0.080,0.079,0
3.104,0.331,0.079,0.252,-5
4.066,0.827,0.079,0.748,-5
3.562,0.783,0.079,0.704,-5
2.988,0.539,0.080,0.459,-5
3.175,0.452,0.079,0.373,-5
3.068,0.119,0.079,0.040,0
3.397,0.123,0.079,0.044,0
3.464,0.117,0.079,0.038,0
3.073,0.261,0.079,0.182,-5
3.643,0.892,0.080,0.812,-5
3.344,0.874,0.079,0.795,-5
4.017,0.757,0.079,0.678,-5
4.097,0.788,0.079,0.709,-5
3.885,0.117,0.079,0.038,0
3.641,1.166,0.079,1.087,-5
3.267,0.123,0.079,0.044,-5
3.653,0.912,0.079,0.833,-5
3.738,0.115,0.079,0.036,0
3.260,0.116,0.079,0.037,0
3.902,0.757,0.079,0.678,-5
3.150,0.914,0.079,0.835,-5
1.544,0.127,0.079,0.048,0
3.363,0.109,0.079,0.030,0
4.042,0.210,0.079,0.131,-5
3.630,0.885,0.079,0.806,-5
2.810,0.899,0.079,0.820,-5
3.156,0.102,0.079,0.023,0
3.399,0.152,0.079,0.073,0
4.026,1.076,0.079,0.997,-5
4.836,0.746,0.079,0.667,-5
3.472,0.925,0.079,0.846,-5
2.543,0.264,0.079,0.185,-5
4.276,0.912,0.079,0.833,-5
3.369,1.159,0.079,1.080,-5
2.688,0.116,0.079,0.037,0
3.337,0.825,0.079,0.746,-5
3.282,0.860,0.079,0.781,-5
1.706,0.111,0.079,0.032,0
3.412,1.155,0.079,1.076,-5
3.511,0.129,0.079,0.050,0
3.680,0.851,0.079,0.772,-5
4.203,1.035,0.079,0.956,-5
2.835,0.118,0.079,0.039,0
2.946,1.091,0.079,1.012,-5
3.496,1.368,0.079,1.289,-5
3.693,0.123,0.081,0.042,0
3.519,1.017,0.079,0.938,-5
3.412,1.057,0.079,0.978,-5
3.106,0.121,0.080,0.041,0
3.960,0.802,0.081,0.721,-5
2.779,0.819,0.079,0.740,-5
3.599,1.739,0.079,1.660,-5
2.340,0.129,0.081,0.048,0
3.952,0.902,0.081,0.821,-5
3.373,1.084,0.087,0.997,-5
3.365,1.084,0.080,1.004,-5
3.248,0.151,0.085,0.066,-5
3.409,0.140,0.089,0.051,0
3.123,0.146,0.079,0.067,0
3.009,0.132,0.084,0.048,0
3.013,0.890,0.079,0.811,-5
3.382,0.117,0.080,0.037,0
3.616,1.195,0.080,1.115,-5
3.161,1.316,0.086,1.230,-5
3.328,0.873,0.084,0.789,-5
3.704,0.129,0.081,0.048,0
2.308,0.134,0.080,0.054,0
2.537,0.125,0.082,0.043,0
3.702,1.220,0.080,1.140,-5
2.223,0.249,0.081,0.168,0
3.636,0.117,0.081,0.036,0
3.607,1.273,0.087,1.186,-5
4.210,1.004,0.082,0.922,-5
2.956,0.357,0.081,0.276,-5
3.635,1.501,0.088,1.413,-5
3.329,0.809,0.080,0.729,-5
2.509,0.246,0.081,0.165,0
2.854,0.900,0.081,0.819,-5
4.055,0.945,0.080,0.865,-5
3.548,0.120,0.080,0.040,0
3.073,0.147,0.081,0.066,0
3.480,0.119,0.080,0.039,0
2.737,0.129,0.083,0.046,0
3.681,1.204,0.080,1.124,-5
3.747,0.769,0.083,0.686,-5
2.879,1.106,0.080,1.026,-5
3.094,0.948,0.081,0.867,-5
4.500,0.219,0.080,0.139,-5
2.853,0.179,0.085,0.094,0
4.046,1.374,0.089,1.285,-5
3.270,0.178,0.080,0.098,0
3.670,0.129,0.080,0.049,0
4.358,0.916,0.080,0.836,-5
3.018,0.410,0.080,0.330,-5
2.918,0.118,0.080,0.038,0
3.274,1.209,0.085,1.124,-5
3.365,0.115,0.082,0.033,0
4.126,1.504,0.080,1.424,-5
3.042,0.320,0.080,0.240,-5
2.289,0.124,0.081,0.043,0
3.157,0.801,0.080,0.721,-5
3.567,1.340,0.083,1.257,-5
3.046,0.162,0.089,0.073,0
3.217,0.303,0.082,0.221,-5
3.170,0.827,0.083,0.744,-5
3.610,0.118,0.081,0.037,0
3.683,1.133,0.081,1.052,-5
3.781,0.135,0.082,0.053,-5
2.841,0.126,0.079,0.047,0
2.958,0.132,0.080,0.052,0
3.236,0.213,0.080,0.133,0
3.706,1.187,0.080,1.107,-5
3.616,0.707,0.086,0.621,-5
3.255,0.134,0.081,0.053,0
3.259,1.119,0.080,1.039,-5
2.894,0.140,0.080,0.060,0
3.602,0.111,0.079,0.032,0
3.548,0.126,0.079,0.047,-5
4.462,1.345,0.086,1.259,-5
4.242,1.096,0.079,1.017,-5
3.798,1.096,0.080,1.016,-5
3.559,0.120,0.078,0.042,-5
3.233,0.132,0.078,0.054,-5
3.559,0.117,0.079,0.038,0
3.496,0.954,0.078,0.876,-5
4.137,1.366,0.078,1.288,-5
3.123,0.171,0.087,0.084,0
2.314,0.116,0.079,0.037,0
3.380,0.115,0.079,0.036,0
3.471,0.570,0.078,0.492,0
2.697,0.640,0.079,0.561,-5
3.400,0.114,0.080,0.034,-5
2.819,0.371,0.077,0.294,-5
2.424,0.144,0.079,0.065,0
3.428,0.109,0.078,0.031,0
2.766,0.217,0.077,0.140,0
3.229,0.995,0.078,0.917,-5
3.468,0.131,0.079,0.052,0
3.111,0.115,0.078,0.037,0
3.551,1.102,0.078,1.024,-5
4.149,0.896,0.079,0.817,-5
3.173,0.116,0.079,0.037,0
4.550,0.117,0.078,0.039,-5
3.605,0.742,0.078,0.664,-5
3.171,0.132,0.081,0.051,0
4.069,0.972,0.080,0.892,-5
3.575,1.142,0.084,1.058,-5
3.368,0.963,0.083,0.880,-5
3.472,0.129,0.079,0.050,-5
4.499,0.126,0.078,0.048,-5
3.628,0.530,0.079,0.451,-5
2.653,0.153,0.084,0.069,0
3.407,0.121,0.084,0.037,0
4.653,1.237,0.081,1.156,-5
2.160,0.255,0.088,0.167,0
3.191,0.123,0.080,0.043,0
1.803,0.288,0.079,0.209,-5
2.959,0.124,0.078,0.046,0
3.120,0.129,0.083,0.046,0
2.771,0.263,0.082,0.181,-5
3.404,0.920,0.080,0.840,-5
2.120,0.128,0.081,0.047,0
4.244,0.990,0.079,0.911,-5
3.074,0.202,0.078,0.124,0
3.772,0.112,0.079,0.033,0
3.394,1.222,0.081,1.141,-5
3.011,0.127,0.084,0.043,0
4.315,1.253,0.084,1.169,-5
2.815,1.081,0.080,1.001,-5
2.943,1.051,0.097,0.954,-5
3.647,1.393,0.084,1.309,-5
3.640,0.963,0.079,0.884,-5
4.031,1.227,0.079,1.148,-5
3.355,1.131,0.087,1.044,-5
2.361,0.877,0.079,0.798,-5
3.576,0.124,0.081,0.043,0
4.149,1.190,0.079,1.111,-5
4.489,0.373,0.082,0.291,-5
2.608,0.119,0.078,0.041,0
3.709,0.798,0.082,0.716,-5
3.171,0.156,0.079,0.077,-5
2.982,0.159,0.080,0.079,-5
3.416,0.137,0.079,0.058,-5
4.013,0.872,0.078,0.794,-5
3.843,1.225,0.081,1.144,-5
3.500,0.883,0.079,0.804,-5
2.385,0.143,0.079,0.064,0
1.613,0.122,0.077,0.045,0
3.630,0.944,0.077,0.867,-5
4.330,0.949,0.079,0.870,-5
2.978,0.122,0.078,0.044,0
3.131,0.180,0.078,0.102,0
3.503,1.043,0.088,0.955,-5
3.018,0.112,0.079,0.033,0
3.125,0.130,0.078,0.052,0
2.988,0.108,0.077,0.031,0
4.171,1.355,0.078,1.277,-5
2.975,0.120,0.084,0.036,0
3.123,1.394,0.082,1.312,-5
3.371,0.992,0.083,0.909,-5
3.737,0.177,0.088,0.089,-5
2.782,0.169,0.089,0.080,0
3.600,0.879,0.089,0.790,-5
2.009,0.126,0.082,0.044,0
3.119,0.122,0.081,0.041,0
2.452,0.121,0.083,0.038,0
3.677,0.109,0.080,0.029,0
2.497,0.119,0.084,0.035,0
3.410,0.986,0.080,0.906,-5
4.330,1.126,0.088,1.038,-5
2.766,0.254,0.084,0.170,0
3.354,0.115,0.080,0.035,0
3.268,0.113,0.079,0.034,0
2.951,0.118,0.079,0.039,0
2.821,0.113,0.080,0.033,0
2.787,0.413,0.079,0.334,0
3.232,0.130,0.080,0.050,-5
3.985,1.140,0.088,1.052,-5
3.384,0.986,0.090,0.896,-5
3.451,0.139,0.080,0.059,-5
2.776,0.136,0.084,0.052,0
3.555,0.843,0.087,0.756,-5
3.889,1.439,0.082,1.357,-5
3.342,0.985,0.084,0.901,-5
2.993,1.009,0.085,0.924,-5
3.983,0.971,0.080,0.891,-5
3.038,0.118,0.081,0.037,0
3.295,0.131,0.077,0.054,-5
3.432,0.877,0.077,0.800,-5
2.485,0.132,0.079,0.053,0
3.889,0.831,0.078,0.753,-5
3.958,0.927,0.078,0.849,-5
3.305,0.781,0.078,0.703,-5
4.247,1.420,0.078,1.342,-5
3.331,0.194,0.081,0.113,0
3.489,0.135,0.080,0.055,-5
3.713,1.084,0.080,1.004,-5
2.938,0.108,0.078,0.030,0
3.618,0.117,0.079,0.038,0
3.442,1.054,0.078,0.976,-5
3.382,0.113,0.080,0.033,0
3.001,0.110,0.079,0.031,0
3.360,0.120,0.079,0.041,-5
3.602,0.130,0.079,0.051,0
4.063,0.126,0.079,0.047,-5
2.722,0.161,0.080,0.081,0
3.314,1.009,0.079,0.930,-5
2.995,0.112,0.085,0.027,0
3.773,0.117,0.079,0.038,-5
3.729,0.385,0.079,0.306,-5
3.455,0.913,0.080,0.833,-5
3.473,0.884,0.095,0.789,-5
2.854,0.125,0.079,0.046,0
3.574,1.210,0.078,1.132,-5
3.005,0.123,0.081,0.042,0
3.169,0.193,0.079,0.114,-5
2.301,0.116,0.077,0.039,0
3.530,0.128,0.078,0.050,-5
1.004,0.134,0.078,0.056,0
2.705,0.161,0.083,0.078,0
3.929,0.933,0.081,0.852,-5
2.338,0.118,0.078,0.040,0
3.129,0.121,0.078,0.043,0
3.713,1.133,0.078,1.055,-5
4.150,1.178,0.080,1.098,-5
2.066,0.451,0.080,0.371,-5
2.953,0.121,0.080,0.041,0
3.272,0.115,0.079,0.036,0
3.472,0.970,0.081,0.889,-5
4.208,1.093,0.079,1.014,-5
3.729,0.136,0.079,0.057,0
3.934,0.371,0.079,0.292,-5
3.754,1.283,0.079,1.204,-5
3.178,0.599,0.078,0.521,-5
2.664,1.150,0.079,1.071,-5
3.623,0.981,0.079,0.902,-5
4.228,1.009,0.079,0.930,-5
3.521,1.074,0.081,0.993,-5
2.723,0.146,0.085,0.061,0
3.459,0.988,0.085,0.903,-5
3.522,0.125,0.080,0.045,0
3.470,1.052,0.079,0.973,-5
3.380,1.245,0.084,1.161,-5
2.348,0.146,0.079,0.067,0
3.813,0.908,0.083,0.825,-5
3.261,0.859,0.078,0.781,0
3.856,1.188,0.079,1.109,-5
3.685,0.793,0.082,0.711,-5
3.760,0.796,0.083,0.713,-5
3.843,1.269,0.085,1.184,-5
3.277,0.233,0.080,0.153,-5
3.343,0.140,0.079,0.061,0
3.166,1.435,0.078,1.357,-5
4.201,1.345,0.079,1.266,-5
3.930,0.941,0.084,0.857,-5
3.550,0.922,0.081,0.841,-5
2.963,0.124,0.082,0.042,0
3.012,0.123,0.080,0.043,0
2.567,0.410,0.079,0.331,-5
2.518,0.262,0.086,0.176,-5
4.000,1.102,0.080,1.022,-5
3.462,0.124,0.082,0.042,0
2.568,0.272,0.080,0.192,-5
3.321,0.936,0.083,0.853,-5
3.873,1.267,0.081,1.186,-5
3.756,0.177,0.085,0.092,0
3.267,1.613,0.114,1.499,-5
4.285,1.042,0.087,0.955,-5
1.737,0.180,0.089,0.091,0
3.499,1.261,0.086,1.175,-5
2.735,0.375,0.086,0.289,-5
3.550,1.175,0.090,1.085,-5
3.403,1.003,0.085,0.918,-5
3.760,0.163,0.082,0.081,-5
2.933,1.043,0.081,0.962,-5
3.731,1.108,0.089,1.019,-5
3.854,0.316,0.081,0.235,0
3.403,0.117,0.081,0.036,0
2.898,1.078,0.086,0.992,-5
2.539,0.138,0.080,0.058,0
3.814,0.130,0.081,0.049,-5
4.160,1.161,0.088,1.073,-5
2.155,0.121,0.085,0.036,0
3.377,0.394,0.081,0.313,-5
4.036,0.980,0.084,0.896,-5
3.824,0.442,0.081,0.361,-5
3.065,0.891,0.080,0.811,-5
3.979,1.203,0.082,1.121,-5
4.016,1.121,0.083,1.038,-5
3.120,0.124,0.082,0.042,0
2.289,0.127,0.082,0.045,0
4.082,1.581,0.078,1.503,-5
3.429,1.538,0.081,1.457,-5
3.114,1.031,0.081,0.950,-5
3.717,0.291,0.080,0.211,-5
3.232,0.127,0.084,0.043,-5
3.421,0.364,0.083,0.281,0
3.301,0.282,0.082,0.200,-5
3.137,0.133,0.082,0.051,0
3.736,0.107,0.082,0.025,0
3.534,0.128,0.082,0.046,0
3.458,0.133,0.082,0.051,0
3.257,1.091,0.084,1.007,-5
3.576,0.133,0.087,0.046,0
2.680,0.252,0.082,0.170,0
3.729,0.961,0.082,0.879,-5
3.834,0.662,0.083,0.579,-5
4.001,0.899,0.082,0.817,-5
3.522,1.109,0.085,1.024,-5
3.658,1.121,0.087,1.034,-5
3.509,1.307,0.084,1.223,-5
3.116,0.979,0.082,0.897,-5
3.124,0.141,0.086,0.055,0
3.877,1.171,0.080,1.091,-5
3.217,0.121,0.086,0.035,0
3.368,1.089,0.083,1.006,-5
3.067,0.217,0.083,0.134,-5
3.438,0.905,0.081,0.824,-5
3.304,0.579,0.080,0.499,-5
3.297,1.060,0.090,0.970,-5
3.723,1.164,0.087,1.077,-5
3.311,0.134,0.081,0.053,0
4.560,0.981,0.082,0.899,-5
4.000,1.199,0.091,1.108,-5
3.204,0.111,0.082,0.029,0
3.959,0.902,0.081,0.821,-5
2.961,0.135,0.089,0.046,0
2.626,0.131,0.082,0.049,0
3.587,1.207,0.081,1.126,-5
3.030,0.120,0.081,0.039,0
3.649,0.921,0.081,0.840,-5
4.280,1.428,0.082,1.346,-5
4.033,1.155,0.082,1.073,-5
4.071,0.211,0.088,0.123,-5
4.243,0.126,0.084,0.042,-5
4.354,1.124,0.084,1.040,-5
3.973,1.007,0.085,0.922,-5
3.782,0.136,0.082,0.054,-5
3.653,0.245,0.082,0.163,-5
3.031,1.023,0.081,0.942,-5
3.982,0.150,0.081,0.069,-5
3.614,0.956,0.082,0.874,-5
3.480,0.356,0.084,0.272,0
2.679,0.144,0.086,0.058,0
3.841,0.280,0.086,0.194,0
4.268,1.718,0.086,1.632,-5
3.741,2.365,0.082,2.283,-5
3.641,0.266,0.096,0.170,-5
3.053,0.846,0.116,0.730,-5
4.035,0.131,0.082,0.049,0
1.965,0.127,0.080,0.047,0
2.862,0.170,0.080,0.090,0
3.626,0.134,0.081,0.053,-5
3.820,0.200,0.091,0.109,-5
2.690,0.128,0.085,0.043,0
2.922,0.207,0.092,0.115,0
4.026,1.457,0.084,1.373,-5
3.412,1.188,0.084,1.104,-5
4.143,1.465,0.089,1.376,-5
2.561,0.259,0.083,0.176,0
