T, time, status
2.556,0.167,-5
3.653,0.350,-5
4.212,0.977,-5
3.542,1.100,-5
3.777,0.171,0
2.818,0.091,0
3.131,0.246,-5
3.260,1.082,-5
3.920,0.448,-5
3.892,0.903,-5
3.013,0.090,0
3.117,0.153,0
2.917,0.359,-5
2.458,0.091,0
3.067,0.148,0
3.835,0.183,-5
2.626,0.096,0
2.749,0.083,0
3.239,0.093,0
4.079,0.948,-5
3.227,0.974,-5
3.521,0.086,0
3.584,0.235,0
3.377,0.720,-5
4.022,0.182,-5
3.384,0.200,0
3.067,0.635,-5
3.073,0.100,0
3.840,0.680,-5
2.916,0.658,-5
2.711,0.117,-5
3.564,0.085,-5
2.773,0.079,0
3.876,0.084,0
4.224,0.777,-5
4.120,0.869,-5
3.693,0.119,-5
2.587,0.199,0
3.629,0.233,-5
5.971,0.778,-5
3.017,0.771,-5
3.162,0.110,0
2.958,0.809,-5
4.347,0.455,-5
4.087,0.663,-5
3.576,0.109,0
2.473,0.826,-5
3.604,1.107,-5
3.648,0.462,0
1.270,0.126,0
3.853,0.278,-5
2.367,0.099,0
3.892,0.647,-5
3.633,0.100,-5
3.315,0.099,0
2.924,0.700,-5
3.336,0.103,0
4.014,0.879,-5
2.736,0.600,-5
3.413,0.103,0
4.177,0.925,-5
4.096,1.347,-5
3.118,0.923,-5
3.850,0.202,0
3.003,0.339,0
3.613,0.742,-5
3.402,0.221,0
3.476,0.359,0
3.508,0.071,0
3.208,0.229,0
3.850,0.512,0
2.679,0.114,-5
3.407,0.872,-5
3.734,0.883,-5
3.390,0.086,0
2.056,0.252,-5
4.547,1.061,-5
3.051,0.250,0
2.940,0.073,0
3.072,0.125,0
3.459,1.063,-5
3.498,1.114,-5
3.622,0.829,-5
2.914,0.111,-5
4.112,0.804,-5
3.794,0.619,-5
3.372,0.107,0
2.559,0.086,-5
3.132,0.778,-5
3.312,0.101,0
2.288,0.064,0
3.434,0.772,-5
3.246,0.064,0
2.783,0.071,0
3.231,0.175,-5
2.026,0.126,0
3.050,0.767,-5
3.263,1.166,-5
3.342,0.721,-5
3.969,0.354,0
3.192,0.658,-5
3.458,0.633,-5
3.491,0.083,0
3.416,0.759,-5
3.701,0.753,-5
4.319,0.669,-5
3.004,0.088,0
3.624,0.104,-5
3.129,0.565,-5
3.895,0.628,-5
3.813,0.546,0
3.580,0.858,-5
3.058,0.104,0
3.124,0.129,0
3.916,0.967,-5
3.088,0.151,-5
3.442,0.176,-5
3.374,0.117,0
3.072,0.085,0
3.220,0.224,0
3.036,0.848,-5
2.920,0.986,-5
2.295,0.926,-5
4.033,0.312,-5
3.018,0.623,-5
3.218,0.433,0
4.044,0.868,-5
3.048,0.911,-5
4.634,1.075,-5
4.148,0.917,-5
3.220,0.882,-5
2.928,0.087,0
3.436,0.101,0
3.284,0.700,-5
3.366,1.014,-5
2.888,0.345,0
2.819,1.022,-5
3.425,0.989,-5
3.004,0.430,0
4.101,0.185,-5
3.497,0.157,0
3.365,0.191,0
3.408,0.155,0
3.623,0.084,-5
4.141,0.728,-5
2.833,0.085,0
2.984,0.085,0
3.720,0.124,0
3.376,0.073,0
4.402,0.810,-5
3.185,0.775,-5
3.517,0.840,-5
3.228,0.147,-5
2.977,0.082,0
3.540,0.656,-5
3.251,0.180,0
3.639,1.158,-5
3.383,0.152,0
3.998,0.831,-5
3.554,0.864,-5
3.902,1.142,-5
4.151,0.162,0
3.689,0.127,-5
3.073,0.080,-5
3.712,0.903,-5
3.183,0.810,-5
3.087,0.567,0
2.459,0.094,0
3.076,0.818,-5
3.329,0.104,0
3.527,0.955,-5
4.097,0.971,-5
3.273,0.445,-5
4.085,0.578,-5
3.972,0.122,0
2.810,0.083,0
4.120,0.138,-5
3.055,0.761,-5
3.503,0.111,0
4.597,0.716,-5
3.198,0.091,0
3.419,0.723,-5
2.922,0.727,-5
3.523,0.134,0
3.571,0.144,-5
2.933,0.135,0
3.539,0.077,0
3.654,0.858,-5
3.486,0.074,0
3.276,0.780,-5
3.811,0.106,0
2.088,0.072,0
4.115,0.136,0
3.356,0.659,-5
3.579,0.072,0
3.515,0.081,-5
3.667,0.879,-5
4.148,0.809,-5
4.178,0.668,-5
4.394,0.709,-5
3.506,0.078,0
